contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,expiry,days_to_expiry,spot_price,moneyness,date_collected
SPY250702C00601000,2025-06-27 18:47:34+00:00,601.0,12.01,13.97,14.12,0.46000004,3.9826844,20.0,438,0.13770393554687502,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9773788460879919,2025-06-29 12:49:52.635580
SPY250702C00602000,2025-06-27 19:58:46+00:00,602.0,13.56,13.02,13.17,2.42,21.723518,101.0,960,0.13599496826171875,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9790051004076058,2025-06-29 12:49:52.635580
SPY250702C00603000,2025-06-27 20:08:11+00:00,603.0,12.25,12.1,12.23,2.3000002,23.11558,40.0,415,0.13428600097656251,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9806313547272197,2025-06-29 12:49:52.635580
SPY250702C00604000,2025-06-27 19:55:15+00:00,604.0,11.31,11.16,11.3,2.17,23.741795,83.0,513,0.13221082641601564,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9822576090468337,2025-06-29 12:49:52.635580
SPY250702C00605000,2025-06-27 19:58:20+00:00,605.0,10.68,10.25,10.38,1.8299999,20.677965,163.0,590,0.129891513671875,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9838838633664477,2025-06-29 12:49:52.635580
SPY250702C00606000,2025-06-27 20:08:27+00:00,606.0,9.46,9.36,9.48,1.9000001,25.132278,195.0,388,0.12769427001953126,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9855101176860617,2025-06-29 12:49:52.635580
SPY250702C00607000,2025-06-27 20:10:57+00:00,607.0,8.62,8.49,8.6,2.0099998,30.408468,171.0,1262,0.1256190954589844,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9871363720056756,2025-06-29 12:49:52.635580
SPY250702C00608000,2025-06-27 20:10:43+00:00,608.0,7.76,7.63,7.73,1.9200001,32.876713,171.0,574,0.12281150634765625,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9887626263252896,2025-06-29 12:49:52.635580
SPY250702C00609000,2025-06-27 20:09:30+00:00,609.0,6.91,6.8,6.9,1.81,35.490196,487.0,544,0.12073633178710938,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9903888806449035,2025-06-29 12:49:52.635580
SPY250702C00610000,2025-06-27 20:14:36+00:00,610.0,5.99,6.02,6.09,1.5,33.407574,1769.0,904,0.11811184631347656,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9920151349645175,2025-06-29 12:49:52.635580
SPY250702C00611000,2025-06-27 20:12:02+00:00,611.0,5.4,5.26,5.32,1.49,38.107414,2070.0,747,0.1157314990234375,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9936413892841315,2025-06-29 12:49:52.635580
SPY250702C00612000,2025-06-27 20:12:59+00:00,612.0,4.61,4.53,4.59,1.2800002,38.438446,3520.0,1246,0.11341218627929686,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9952676436037454,2025-06-29 12:49:52.635580
SPY250702C00613000,2025-06-27 20:14:46+00:00,613.0,3.88,3.87,3.9,1.1500001,42.124546,3549.0,946,0.11084873535156249,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9968938979233594,2025-06-29 12:49:52.635580
SPY250702C00614000,2025-06-27 20:14:41+00:00,614.0,3.22,3.24,3.27,0.9200001,40.000004,5704.0,852,0.10877356079101563,True,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,0.9985201522429733,2025-06-29 12:49:52.635580
SPY250702C00615000,2025-06-27 20:14:47+00:00,615.0,2.67,2.66,2.69,0.8000001,42.78075,7826.0,1219,0.106454248046875,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0001464065625874,2025-06-29 12:49:52.635580
SPY250702C00616000,2025-06-27 20:14:42+00:00,616.0,2.13,2.14,2.17,0.56000006,35.668793,6270.0,882,0.10425700439453123,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0017726608822013,2025-06-29 12:49:52.635580
SPY250702C00617000,2025-06-27 20:13:49+00:00,617.0,1.7,1.69,1.71,0.32000005,23.18841,7801.0,653,0.10199872619628905,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0033989152018152,2025-06-29 12:49:52.635580
SPY250702C00618000,2025-06-27 20:14:56+00:00,618.0,1.32,1.3,1.32,0.38000005,40.425537,3739.0,368,0.10004562072753906,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0050251695214292,2025-06-29 12:49:52.635580
SPY250702C00619000,2025-06-27 20:14:49+00:00,619.0,0.97,0.97,1.0,0.25,34.72222,4146.0,237,0.09851975708007812,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0066514238410431,2025-06-29 12:49:52.635580
SPY250702C00620000,2025-06-27 20:14:47+00:00,620.0,0.73,0.71,0.73,0.19,35.18518,4357.0,415,0.09656665161132813,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.008277678160657,2025-06-29 12:49:52.635580
SPY250702C00621000,2025-06-27 20:14:34+00:00,621.0,0.51,0.51,0.53,0.109999985,27.499994,4413.0,4934,0.09559009887695313,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.009903932480271,2025-06-29 12:49:52.635580
SPY250702C00622000,2025-06-27 20:13:14+00:00,622.0,0.38,0.35,0.37,0.09,31.034485,3364.0,1628,0.0942473388671875,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0115301867998852,2025-06-29 12:49:52.635580
SPY250702C00623000,2025-06-27 20:14:57+00:00,623.0,0.25,0.24,0.25,0.06,31.578945,1179.0,342,0.09302664794921875,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.013156441119499,2025-06-29 12:49:52.635580
SPY250702C00624000,2025-06-27 20:14:37+00:00,624.0,0.16,0.15,0.16,0.030000001,23.076925,2739.0,281,0.0913176806640625,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.014782695439113,2025-06-29 12:49:52.635580
SPY250702C00625000,2025-06-27 20:13:19+00:00,625.0,0.11,0.1,0.11,-0.019999996,-15.384613,1199.0,905,0.09180595703125,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.016408949758727,2025-06-29 12:49:52.635580
SPY250702C00626000,2025-06-27 19:57:42+00:00,626.0,0.07,0.06,0.07,0.010000002,16.66667,3642.0,1101,0.0913176806640625,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.018035204078341,2025-06-29 12:49:52.635580
SPY250702C00627000,2025-06-27 20:04:28+00:00,627.0,0.05,0.04,0.05,0.0,0.0,177.0,742,0.092782509765625,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0196614583979549,2025-06-29 12:49:52.635580
SPY250702C00628000,2025-06-27 20:11:25+00:00,628.0,0.04,0.03,0.04,0.01,33.333336,98.0,49,0.09571216796875001,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0212877127175688,2025-06-29 12:49:52.635580
SPY250702C00629000,2025-06-27 18:54:28+00:00,629.0,0.02,0.02,0.03,-0.01,-33.333336,33.0,6,0.0976652734375,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0229139670371827,2025-06-29 12:49:52.635580
SPY250702C00630000,2025-06-27 19:58:43+00:00,630.0,0.02,0.01,0.02,-0.01,-33.333336,476.0,590,0.098641826171875,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0245402213567967,2025-06-29 12:49:52.635580
SPY250702C00631000,2025-06-27 19:23:23+00:00,631.0,0.01,0.01,0.02,-0.02,-66.66667,189.0,0,0.10352458984374999,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0261664756764106,2025-06-29 12:49:52.635580
SPY250702C00632000,2025-06-27 19:19:14+00:00,632.0,0.01,0.01,0.02,-0.01,-50.0,282.0,6,0.10938390625,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0277927299960248,2025-06-29 12:49:52.635580
SPY250702C00633000,2025-06-27 16:11:47+00:00,633.0,0.02,0.01,0.02,0.0,0.0,47.0,0,0.11524322265625,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0294189843156387,2025-06-29 12:49:52.635580
SPY250702C00634000,2025-06-27 18:52:12+00:00,634.0,0.01,0.01,0.02,-0.01,-50.0,23.0,0,0.1211025390625,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0310452386352527,2025-06-29 12:49:52.635580
SPY250702C00635000,2025-06-27 19:57:12+00:00,635.0,0.01,0.01,0.02,-0.01,-50.0,114.0,503,0.125985302734375,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0326714929548666,2025-06-29 12:49:52.635580
SPY250702C00636000,2025-06-27 18:23:18+00:00,636.0,0.01,0.01,0.02,0.0,0.0,6.0,1,0.13086806640624998,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0342977472744805,2025-06-29 12:49:52.635580
SPY250702C00637000,2025-06-27 17:44:52+00:00,637.0,0.01,0.01,0.02,0.0,0.0,1.0,0,0.13672738281250002,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0359240015940945,2025-06-29 12:49:52.635580
SPY250702C00638000,2025-06-27 19:48:40+00:00,638.0,0.01,0.0,0.01,0.0,0.0,212.0,0,0.132821171875,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0375502559137084,2025-06-29 12:49:52.635580
SPY250702C00640000,2025-06-26 18:20:24+00:00,640.0,0.01,0.0,0.01,0.0,0.0,125.0,1789,0.14063359375,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0408027645529363,2025-06-29 12:49:52.635580
SPY250702C00641000,2025-06-27 17:06:33+00:00,641.0,0.01,0.0,0.01,0.0,0.0,65.0,0,0.14649291015625,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0424290188725505,2025-06-29 12:49:52.635580
SPY250702C00645000,2025-06-26 17:58:56+00:00,645.0,0.01,0.0,0.01,0.0,0.0,10.0,237,0.16602396484375004,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0489340361510062,2025-06-29 12:49:52.635580
SPY250702C00650000,2025-06-25 18:15:18+00:00,650.0,0.01,0.0,0.01,0.0,0.0,328.0,829,0.1914143359375,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.057065307749076,2025-06-29 12:49:52.635580
SPY250702C00666000,2025-06-27 15:17:20+00:00,666.0,0.01,0.0,0.01,0.0,0.0,3.0,0,0.26563234375,False,REGULAR,USD,SPY,2025-07-02,2,614.9099731445312,1.0830853768628994,2025-06-29 12:49:52.635580
SPY250703C00375000,2025-06-23 19:22:21+00:00,375.0,224.41,238.79,240.9,0.0,0.0,10.0,13,2.108403166503906,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.6098453698552362,2025-06-29 12:49:52.774721
SPY250703C00400000,2025-06-20 15:36:05+00:00,400.0,196.61,213.81,215.92,0.0,0.0,1.0,1,1.8706061157226563,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.6505017278455852,2025-06-29 12:49:52.774721
SPY250703C00405000,2025-06-17 14:23:54+00:00,405.0,196.41,208.81,210.93,0.0,0.0,2.0,0,1.8261727441406248,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.658632999443655,2025-06-29 12:49:52.774721
SPY250703C00415000,2025-06-17 15:36:20+00:00,415.0,185.63,198.82,200.94,0.0,0.0,2.0,0,1.7353528857421874,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.6748955426397947,2025-06-29 12:49:52.774721
SPY250703C00435000,2025-06-27 15:00:49+00:00,435.0,180.11,178.84,180.95,12.389999,7.387312,3.0,0,1.5566428417968747,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.7074206290320739,2025-06-29 12:49:52.774721
SPY250703C00440000,2025-06-17 14:26:29+00:00,440.0,161.2,173.84,175.96,0.0,0.0,4.0,0,1.5151391430664063,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.7155519006301437,2025-06-29 12:49:52.774721
SPY250703C00445000,2025-06-18 14:53:35+00:00,445.0,155.66,168.85,170.96,0.0,0.0,1.0,0,1.470705771484375,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.7236831722282135,2025-06-29 12:49:52.774721
SPY250703C00450000,2025-06-17 18:28:49+00:00,450.0,147.36,163.85,165.97,0.0,0.0,2.0,1,0.500005,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.7318144438262834,2025-06-29 12:49:52.774721
SPY250703C00460000,2025-06-17 14:05:22+00:00,460.0,140.62,153.86,155.98,0.0,0.0,2.0,0,0.7812521875,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.748076987022423,2025-06-29 12:49:52.774721
SPY250703C00470000,2025-06-17 14:26:34+00:00,470.0,131.16,143.87,145.99,0.0,0.0,2.0,0,0.7656273437500001,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.7643395302185627,2025-06-29 12:49:52.774721
SPY250703C00475000,2025-06-16 14:11:37+00:00,475.0,128.33,138.88,140.99,0.0,0.0,2.0,0,0.7578149218750001,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.7724708018166325,2025-06-29 12:49:52.774721
SPY250703C00480000,2025-06-17 17:55:27+00:00,480.0,118.52,133.88,136.0,0.0,0.0,2.0,0,0.7421900781249999,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.7806020734147023,2025-06-29 12:49:52.774721
SPY250703C00485000,2025-06-23 15:24:46+00:00,485.0,113.13,128.89,131.0,0.0,0.0,4.0,1,0.7226590234375,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.7887333450127721,2025-06-29 12:49:52.774721
SPY250703C00490000,2025-06-20 14:26:22+00:00,490.0,106.4,123.89,126.01,0.0,0.0,2.0,0,0.70312796875,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.796864616610842,2025-06-29 12:49:52.774721
SPY250703C00495000,2025-06-17 14:44:43+00:00,495.0,105.82,118.9,121.01,0.0,0.0,35.0,0,0.6835969140625001,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8049958882089118,2025-06-29 12:49:52.774721
SPY250703C00500000,2025-06-27 15:05:11+00:00,500.0,115.28,113.9,116.01,7.580002,7.03807,1.0,8,0.6523472265625001,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8131271598069816,2025-06-29 12:49:52.774721
SPY250703C00505000,2025-06-20 18:03:27+00:00,505.0,90.22,108.91,111.02,0.0,0.0,2.0,2,0.63867548828125,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8212584314050514,2025-06-29 12:49:52.774721
SPY250703C00510000,2025-06-27 18:01:57+00:00,510.0,104.37,103.91,106.03,18.100006,20.98065,2.0,1,0.6152382226562501,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8293897030031212,2025-06-29 12:49:52.774721
SPY250703C00515000,2025-06-17 18:33:00+00:00,515.0,82.74,98.92,101.03,0.0,0.0,488.0,0,0.5918009570312501,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.837520974601191,2025-06-29 12:49:52.774721
SPY250703C00520000,2025-06-26 19:12:20+00:00,520.0,92.21,93.92,96.04,0.0,0.0,1.0,9,0.5664105859375,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8456522461992608,2025-06-29 12:49:52.774721
SPY250703C00525000,2025-06-24 15:04:48+00:00,525.0,81.15,88.93,91.04,0.0,0.0,2.0,3,0.5429733203125001,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8537835177973306,2025-06-29 12:49:52.774721
SPY250703C00530000,2025-06-17 18:55:36+00:00,530.0,82.5,84.08,85.83,0.0,0.0,2.0,1129,0.7480493945312501,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8619147893954004,2025-06-29 12:49:52.774721
SPY250703C00535000,2025-06-26 18:26:01+00:00,535.0,77.5,78.99,80.73,0.0,0.0,1.0,1966,0.69336244140625,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8700460609934703,2025-06-29 12:49:52.774721
SPY250703C00540000,2025-06-25 15:04:00+00:00,540.0,68.22,74.76,75.84,0.0,0.0,2.0,1078,0.5732464550781251,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8781773325915401,2025-06-29 12:49:52.774721
SPY250703C00545000,2025-06-27 20:02:27+00:00,545.0,70.06,69.1,70.77,1.9700012,2.8932314,3.0,818,0.62305064453125,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8863086041896099,2025-06-29 12:49:52.774721
SPY250703C00550000,2025-06-27 20:00:28+00:00,550.0,64.98,63.96,65.76,5.8700027,9.930643,17.0,761,0.5830119824218749,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.8944398757876797,2025-06-29 12:49:52.774721
SPY250703C00555000,2025-06-27 19:07:17+00:00,555.0,57.51,58.96,61.08,-0.2100029,-0.3638304,1.0,81,0.583866466064453,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9025711473857495,2025-06-29 12:49:52.774721
SPY250703C00558000,2025-06-27 17:00:39+00:00,558.0,58.43,56.2,57.79,8.150002,16.20923,1.0,165,0.52539537109375,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9074499103445914,2025-06-29 12:49:52.774721
SPY250703C00559000,2025-06-27 17:04:30+00:00,559.0,57.4,55.02,56.79,5.16,9.877488,1.0,142,0.5178270874023438,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9090761646642054,2025-06-29 12:49:52.774721
SPY250703C00560000,2025-06-27 17:01:50+00:00,560.0,56.44,54.11,55.85,7.779999,15.988488,7.0,208,0.5173388110351562,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9107024189838193,2025-06-29 12:49:52.774721
SPY250703C00561000,2025-06-26 15:45:19+00:00,561.0,50.25,52.98,55.09,0.0,0.0,1.0,68,0.5363815893554689,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9123286733034333,2025-06-29 12:49:52.774721
SPY250703C00562000,2025-06-27 16:23:02+00:00,562.0,54.76,51.98,54.09,7.199997,15.138764,1.0,84,0.5283250292968751,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9139549276230473,2025-06-29 12:49:52.774721
SPY250703C00563000,2025-06-27 14:58:54+00:00,563.0,52.36,50.98,53.09,7.540001,16.82285,1.0,55,0.5202684692382812,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9155811819426612,2025-06-29 12:49:52.774721
SPY250703C00564000,2025-06-27 19:00:16+00:00,564.0,48.0,49.98,52.09,2.380001,5.2170124,1.0,40,0.5122119091796875,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9172074362622752,2025-06-29 12:49:52.774721
SPY250703C00565000,2025-06-27 16:02:33+00:00,565.0,51.38,48.98,51.1,4.2700005,9.063893,4.0,50,0.5050098327636718,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9188336905818891,2025-06-29 12:49:52.774721
SPY250703C00566000,2025-06-20 14:29:15+00:00,566.0,32.49,47.98,50.1,0.0,0.0,2.0,21,0.4968312036132813,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9204599449015031,2025-06-29 12:49:52.774721
SPY250703C00567000,2025-06-20 18:14:41+00:00,567.0,29.92,46.99,49.1,0.0,0.0,1.0,10,0.4887746435546876,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9220861992211171,2025-06-29 12:49:52.774721
SPY250703C00568000,2025-06-20 19:57:17+00:00,568.0,29.01,45.99,48.1,0.0,0.0,2.0,25,0.4804739453125,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9237124535407311,2025-06-29 12:49:52.774721
SPY250703C00569000,2025-06-27 19:08:44+00:00,569.0,43.49,44.99,47.1,4.7400017,12.232263,13.0,16,0.47241738525390625,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.925338707860345,2025-06-29 12:49:52.774721
SPY250703C00570000,2025-06-27 14:17:03+00:00,570.0,45.46,44.08,45.81,2.459999,5.7209277,1.0,167,0.43445389770507814,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9269649621799589,2025-06-29 12:49:52.774721
SPY250703C00571000,2025-06-27 14:31:44+00:00,571.0,44.19,43.0,45.11,3.5,8.601623,1.0,17,0.45691461059570315,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.928591216499573,2025-06-29 12:49:52.774721
SPY250703C00572000,2025-06-27 15:11:09+00:00,572.0,43.85,42.0,44.11,3.5499992,8.808931,5.0,97,0.44873598144531246,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9302174708191869,2025-06-29 12:49:52.774721
SPY250703C00572500,2025-06-23 16:42:09+00:00,572.5,24.37,41.5,43.61,0.0,0.0,14.0,59,0.4445856323242187,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9310305979789939,2025-06-29 12:49:52.774721
SPY250703C00573000,2025-06-27 13:47:23+00:00,573.0,41.32,41.0,43.11,17.199999,71.31011,4.0,15,0.44043528320312497,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9318437251388009,2025-06-29 12:49:52.774721
SPY250703C00574000,2025-06-24 17:01:10+00:00,574.0,34.12,40.0,42.12,0.0,0.0,1.0,42,0.4331111376953125,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9334699794584148,2025-06-29 12:49:52.774721
SPY250703C00575000,2025-06-27 16:55:40+00:00,575.0,41.5,39.15,40.88,3.709999,9.8174095,11.0,2559,0.40210558837890625,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9350962337780288,2025-06-29 12:49:52.774721
SPY250703C00576000,2025-06-27 19:40:40+00:00,576.0,37.64,38.01,40.12,0.95000076,2.5892637,7.0,24,0.4165097412109374,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9367224880976428,2025-06-29 12:49:52.774721
SPY250703C00577000,2025-06-27 18:40:15+00:00,577.0,35.11,37.68,39.13,3.790001,12.100897,12.0,14,0.4089414575195312,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9383487424172567,2025-06-29 12:49:52.774721
SPY250703C00577500,2025-06-27 16:53:38+00:00,577.5,38.91,36.51,38.63,5.209999,15.459937,1.0,46,0.40479110839843746,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9391618695770637,2025-06-29 12:49:52.774721
SPY250703C00578000,2025-06-27 16:05:30+00:00,578.0,38.56,36.02,38.13,8.890001,29.96293,9.0,53,0.40064075927734377,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9399749967368707,2025-06-29 12:49:52.774721
SPY250703C00579000,2025-06-27 19:59:21+00:00,579.0,37.56,35.02,37.13,5.1800003,15.997529,5.0,65,0.39234006103515623,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9416012510564846,2025-06-29 12:49:52.774721
SPY250703C00580000,2025-06-27 19:58:54+00:00,580.0,35.6,34.84,35.85,3.3099976,10.250844,10013.0,315,0.3591372680664062,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9432275053760986,2025-06-29 12:49:52.774721
SPY250703C00581000,2025-06-27 14:11:32+00:00,581.0,34.91,33.03,35.14,3.709999,11.891023,1.0,86,0.37622694091796877,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9448537596957126,2025-06-29 12:49:52.774721
SPY250703C00582000,2025-06-27 15:50:25+00:00,582.0,34.63,32.04,33.86,4.550001,15.126334,1.0,205,0.3438786315917969,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9464800140153266,2025-06-29 12:49:52.774721
SPY250703C00582500,2025-06-27 19:33:32+00:00,582.5,30.88,32.46,32.62,13.539999,78.08534,3.0,33,0.24805439453125,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9472931411751335,2025-06-29 12:49:52.774721
SPY250703C00583000,2025-06-27 18:29:33+00:00,583.0,30.17,31.96,32.12,5.1900005,20.776623,1.0,67,0.24463645996093752,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9481062683349405,2025-06-29 12:49:52.774721
SPY250703C00584000,2025-06-27 19:40:39+00:00,584.0,29.78,30.97,31.13,1.4400005,5.081159,52.0,133,0.2399978344726562,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9497325226545544,2025-06-29 12:49:52.774721
SPY250703C00585000,2025-06-27 19:03:35+00:00,585.0,27.2,29.99,30.14,-0.049999237,-0.18348344,40.0,922,0.23535920898437498,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9513587769741684,2025-06-29 12:49:52.774721
SPY250703C00586000,2025-06-27 19:48:09+00:00,586.0,28.04,29.0,29.14,1.6600018,6.292653,96.0,179,0.22852333984375,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9529850312937824,2025-06-29 12:49:52.774721
SPY250703C00587000,2025-06-27 19:53:01+00:00,587.0,27.45,28.01,28.15,3.6900005,15.530305,4.0,154,0.22364057617187497,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9546112856133964,2025-06-29 12:49:52.774721
SPY250703C00587500,2025-06-27 17:15:13+00:00,587.5,29.09,27.5,27.66,8.77,43.15945,5.0,248,0.2219316088867187,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9554244127732033,2025-06-29 12:49:52.774721
SPY250703C00588000,2025-06-27 18:41:03+00:00,588.0,24.04,27.02,27.16,-0.41999817,-1.7170817,28.0,202,0.21851367431640623,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9562375399330103,2025-06-29 12:49:52.774721
SPY250703C00589000,2025-06-27 14:44:40+00:00,589.0,27.03,26.02,26.18,3.67,15.710616,1.0,303,0.2148516015625,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9578637942526242,2025-06-29 12:49:52.774721
SPY250703C00590000,2025-06-27 19:58:33+00:00,590.0,25.44,25.03,25.19,2.83,12.516585,143.0,927,0.20948056152343747,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9594900485722382,2025-06-29 12:49:52.774721
SPY250703C00591000,2025-06-26 19:59:21+00:00,591.0,22.26,24.05,24.21,0.0,0.0,9.0,444,0.20533021240234373,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9611163028918522,2025-06-29 12:49:52.774721
SPY250703C00592000,2025-06-27 17:33:33+00:00,592.0,24.08,23.08,23.22,3.2600002,15.658023,8.0,941,0.1997150341796875,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9627425572114662,2025-06-29 12:49:52.774721
SPY250703C00592500,2025-06-26 18:26:36+00:00,592.5,20.47,22.59,22.73,0.0,0.0,4.0,768,0.19751779052734375,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9635556843712731,2025-06-29 12:49:52.774721
SPY250703C00593000,2025-06-27 18:39:55+00:00,593.0,19.56,22.1,22.24,-0.44000053,-2.2000027,13.0,1305,0.19507640869140624,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9643688115310801,2025-06-29 12:49:52.774721
