contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,expiry,days_to_expiry,spot_price,moneyness,date_collected
QQQ250701C00550000,2025-06-27 20:14:59+00:00,550.0,1.63,1.6,1.64,0.07000005,4.487183,16583.0,6499,0.12482564636230468,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0034847799648705,2025-06-29 12:49:54.220070
QQQ250701C00551000,2025-06-27 20:13:23+00:00,551.0,1.23,1.21,1.24,0.0,0.0,2006.0,600,0.12183495361328125,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0053092977466247,2025-06-29 12:49:54.220070
QQQ250701C00552000,2025-06-27 20:14:49+00:00,552.0,0.9,0.89,0.92,-0.18000007,-16.666672,5515.0,274,0.11975977905273436,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.007133815528379,2025-06-29 12:49:54.220070
QQQ250701C00553000,2025-06-27 20:14:14+00:00,553.0,0.63,0.64,0.67,-0.07999998,-11.267604,2588.0,2142,0.118172880859375,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0089583333101333,2025-06-29 12:49:54.220070
QQQ250701C00554000,2025-06-27 20:14:56+00:00,554.0,0.46,0.46,0.48,-0.099999994,-17.857141,1217.0,406,0.117196328125,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0107828510918877,2025-06-29 12:49:54.220070
QQQ250701C00555000,2025-06-27 20:14:46+00:00,555.0,0.33,0.31,0.33,-0.109999985,-24.999996,6940.0,1242,0.11585356811523437,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.012607368873642,2025-06-29 12:49:54.220070
QQQ250701C00556000,2025-06-27 20:14:53+00:00,556.0,0.21,0.21,0.23,-0.12000002,-36.36364,1408.0,273,0.1157314990234375,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0144318866553963,2025-06-29 12:49:54.220070
QQQ250701C00557000,2025-06-27 20:14:13+00:00,557.0,0.14,0.15,0.16,-0.099999994,-41.666664,572.0,453,0.116219775390625,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0162564044371507,2025-06-29 12:49:54.220070
QQQ250701C00558000,2025-06-27 20:13:28+00:00,558.0,0.1,0.1,0.11,-0.080000006,-44.444447,831.0,119,0.11695218994140624,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.018080922218905,2025-06-29 12:49:54.220070
QQQ250701C00559000,2025-06-27 20:13:17+00:00,559.0,0.08,0.07,0.08,-0.08,-50.0,321.0,866,0.11914943359374999,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0199054400006593,2025-06-29 12:49:54.220070
QQQ250701C00560000,2025-06-27 20:09:18+00:00,560.0,0.06,0.05,0.06,-0.05,-45.454548,1029.0,2430,0.12207909179687501,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0217299577824135,2025-06-29 12:49:54.220070
QQQ250701C00561000,2025-06-27 20:14:09+00:00,561.0,0.05,0.04,0.05,-0.05,-50.0,495.0,80,0.12647357910156248,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.023554475564168,2025-06-29 12:49:54.220070
QQQ250701C00562000,2025-06-27 20:05:25+00:00,562.0,0.03,0.03,0.04,-0.04,-57.142853,129.0,1,0.129891513671875,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.025378993345922,2025-06-29 12:49:54.220070
QQQ250701C00563000,2025-06-27 20:12:40+00:00,563.0,0.03,0.02,0.03,-0.04,-57.142853,609.0,200,0.132821171875,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0272035111276765,2025-06-29 12:49:54.220070
QQQ250701C00564000,2025-06-27 19:59:36+00:00,564.0,0.03,0.02,0.03,-0.02,-40.0,42.0,0,0.14063359375,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.029028028909431,2025-06-29 12:49:54.220070
QQQ250701C00565000,2025-06-27 20:11:34+00:00,565.0,0.02,0.02,0.03,-0.02,-50.0,394.0,1898,0.147469462890625,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.030852546691185,2025-06-29 12:49:54.220070
QQQ250701C00566000,2025-06-27 20:11:43+00:00,566.0,0.02,0.01,0.02,-0.01,-33.333336,159.0,101,0.147469462890625,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0326770644729395,2025-06-29 12:49:54.220070
QQQ250701C00567000,2025-06-27 19:11:55+00:00,567.0,0.01,0.01,0.02,-0.01,-50.0,32.0,0,0.15430533203125002,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0345015822546937,2025-06-29 12:49:54.220070
QQQ250701C00568000,2025-06-27 15:14:28+00:00,568.0,0.01,0.01,0.02,0.0,0.0,1.0,0,0.16211775390625,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.036326100036448,2025-06-29 12:49:54.220070
QQQ250701C00570000,2025-06-27 18:31:16+00:00,570.0,0.01,0.01,0.02,-0.02,-66.66667,63.0,126,0.1757894921875,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0399751355999567,2025-06-29 12:49:54.220070
QQQ250701C00571000,2025-06-27 19:48:56+00:00,571.0,0.01,0.01,0.02,0.0,0.0,1.0,0,0.18164880859375,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0417996533817109,2025-06-29 12:49:54.220070
QQQ250701C00573000,2025-06-27 16:11:21+00:00,573.0,0.01,0.0,0.02,-0.01,-50.0,1.0,14,0.195320546875,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0454486889452197,2025-06-29 12:49:54.220070
QQQ250701C00574000,2025-06-27 18:17:20+00:00,574.0,0.01,0.0,0.01,0.0,0.0,102.0,0,0.187508125,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0472732067269739,2025-06-29 12:49:54.220070
QQQ250701C00575000,2025-06-27 18:30:07+00:00,575.0,0.01,0.0,0.01,-0.01,-50.0,24.0,30,0.195320546875,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0490977245087283,2025-06-29 12:49:54.220070
QQQ250701C00590000,2025-06-25 18:27:55+00:00,590.0,0.01,0.0,0.01,0.0,0.0,10.0,59,0.2890696093749999,False,REGULAR,USD,QQQ,2025-07-01,1,548.0900268554688,1.0764654912350429,2025-06-29 12:49:54.220070
QQQ250702C00453000,2025-06-27 19:50:11+00:00,453.0,94.18,92.97,96.87,0.0,0.0,1.0,0,1.2026407055664063,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.8265065551347024,2025-06-29 12:49:54.360049
QQQ250702C00470000,2025-06-26 19:54:45+00:00,470.0,76.73,75.98,79.89,0.0,0.0,1.0,0,1.0173388977050783,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.8575233574245257,2025-06-29 12:49:54.360049
QQQ250702C00487000,2025-06-20 14:24:11+00:00,487.0,42.86,58.98,62.92,0.0,0.0,4.0,4,0.8339860351562498,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.888540159714349,2025-06-29 12:49:54.360049
QQQ250702C00490000,2025-06-20 13:44:02+00:00,490.0,43.75,55.99,59.9,0.0,0.0,7.0,5,0.7985859985351562,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.8940137130596119,2025-06-29 12:49:54.360049
QQQ250702C00495000,2025-06-25 19:52:24+00:00,495.0,46.02,50.99,54.92,0.0,0.0,1.0,2,0.7456080126953125,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9031363019683835,2025-06-29 12:49:54.360049
QQQ250702C00498000,2025-06-20 17:18:54+00:00,498.0,30.44,47.99,51.93,0.0,0.0,1.0,1,0.7133817724609376,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9086098553136464,2025-06-29 12:49:54.360049
QQQ250702C00500000,2025-06-27 19:03:00+00:00,500.0,45.4,46.0,49.92,17.29,61.50836,150.0,25,0.6901886450195314,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.912258890877155,2025-06-29 12:49:54.360049
QQQ250702C00502000,2025-06-27 17:56:56+00:00,502.0,45.55,44.0,47.91,0.0,0.0,1.0,0,0.6667513793945314,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9159079264406635,2025-06-29 12:49:54.360049
QQQ250702C00503000,2025-06-20 14:02:22+00:00,503.0,28.92,43.0,46.94,0.0,0.0,6.0,3,0.6586948193359375,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9177324442224178,2025-06-29 12:49:54.360049
QQQ250702C00504000,2025-06-20 14:03:50+00:00,504.0,27.9,42.0,45.9,0.0,0.0,2.0,1,0.6435582519531251,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9195569620041723,2025-06-29 12:49:54.360049
QQQ250702C00505000,2025-06-24 18:05:31+00:00,505.0,35.79,41.0,44.89,0.0,0.0,2.0,3,0.6313513427734375,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9213814797859265,2025-06-29 12:49:54.360049
QQQ250702C00506000,2025-06-24 18:07:16+00:00,506.0,34.85,40.0,43.94,0.0,0.0,1.0,1,0.6250037500000001,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9232059975676808,2025-06-29 12:49:54.360049
QQQ250702C00507000,2025-06-24 18:08:52+00:00,507.0,33.9,39.01,42.94,0.0,0.0,1.0,0,0.6137733935546876,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9250305153494351,2025-06-29 12:49:54.360049
QQQ250702C00508000,2025-06-25 19:56:08+00:00,508.0,33.17,38.01,41.93,0.0,0.0,1.0,2,0.6015664843750002,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9268550331311894,2025-06-29 12:49:54.360049
QQQ250702C00510000,2025-06-27 19:01:29+00:00,510.0,35.19,36.01,39.93,4.169998,13.442934,1.0,6,0.5788616333007812,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.930504068694698,2025-06-29 12:49:54.360049
QQQ250702C00512000,2025-06-27 19:07:55+00:00,512.0,33.87,34.02,37.95,0.0,0.0,2.0,0,0.5579878186035157,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9341531042582066,2025-06-29 12:49:54.360049
QQQ250702C00514000,2025-06-25 14:27:23+00:00,514.0,28.51,32.03,35.93,0.0,0.0,15.0,16,0.5333298620605469,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9378021398217153,2025-06-29 12:49:54.360049
QQQ250702C00518000,2025-06-25 15:09:04+00:00,518.0,24.31,28.05,31.96,0.0,0.0,2.0,3,0.4897511962890626,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9451002109487325,2025-06-29 12:49:54.360049
QQQ250702C00520000,2025-06-27 19:54:40+00:00,520.0,28.18,26.07,30.01,6.300001,28.793425,8.0,35,0.47046427978515626,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9487492465122411,2025-06-29 12:49:54.360049
QQQ250702C00522000,2025-06-26 16:08:26+00:00,522.0,23.61,24.09,27.98,0.0,0.0,3.0,5,0.44446356323242187,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9523982820757498,2025-06-29 12:49:54.360049
QQQ250702C00523000,2025-06-23 15:25:57+00:00,523.0,10.67,23.09,27.1,0.0,0.0,1.0,1,0.44165597412109375,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9542227998575041,2025-06-29 12:49:54.360049
QQQ250702C00524000,2025-06-24 18:32:14+00:00,524.0,17.5,22.1,26.1,0.0,0.0,3.0,5,0.42957113403320313,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9560473176392584,2025-06-29 12:49:54.360049
QQQ250702C00525000,2025-06-27 15:42:59+00:00,525.0,24.95,21.11,25.08,3.8600006,18.302515,1.0,40,0.41602146484374997,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9578718354210127,2025-06-29 12:49:54.360049
QQQ250702C00526000,2025-06-27 15:08:22+00:00,526.0,23.02,20.12,24.11,7.1400003,44.96222,1.0,102,0.40601179931640624,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.959696353202767,2025-06-29 12:49:54.360049
QQQ250702C00527000,2025-06-26 17:55:13+00:00,527.0,19.14,19.13,23.13,0.0,0.0,3.0,225,0.39502558105468755,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9615208709845213,2025-06-29 12:49:54.360049
QQQ250702C00528000,2025-06-27 17:44:34+00:00,528.0,20.08,18.14,22.17,4.4300003,28.306711,53.0,147,0.3853821228027343,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9633453887662756,2025-06-29 12:49:54.360049
QQQ250702C00529000,2025-06-27 19:23:19+00:00,529.0,17.71,17.16,21.25,3.5099993,24.718306,3.0,106,0.3781800463867187,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9651699065480299,2025-06-29 12:49:54.360049
QQQ250702C00530000,2025-06-27 19:18:45+00:00,530.0,16.46,16.19,20.31,-0.44000053,-2.6035535,7.0,458,0.36939107177734376,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9669944243297842,2025-06-29 12:49:54.360049
QQQ250702C00531000,2025-06-27 18:41:16+00:00,531.0,15.08,15.22,19.33,-0.8500004,-5.3358464,6.0,126,0.3577945080566406,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9688189421115385,2025-06-29 12:49:54.360049
QQQ250702C00532000,2025-06-27 19:46:27+00:00,532.0,15.6,14.26,18.28,0.69000053,4.6277704,68.0,104,0.34168138793945313,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9706434598932929,2025-06-29 12:49:54.360049
QQQ250702C00533000,2025-06-27 18:07:01+00:00,533.0,15.49,13.31,17.16,3.4699993,28.868547,5.0,236,0.32117378051757806,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9724679776750472,2025-06-29 12:49:54.360049
QQQ250702C00534000,2025-06-27 13:34:11+00:00,534.0,14.34,12.36,16.3,0.9200001,6.85544,1.0,231,0.31653515502929686,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9742924954568015,2025-06-29 12:49:54.360049
QQQ250702C00535000,2025-06-27 19:58:09+00:00,535.0,13.69,11.42,15.42,1.2799997,10.3142605,41.0,367,0.31018756225585936,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9761170132385558,2025-06-29 12:49:54.360049
QQQ250702C00536000,2025-06-27 19:17:08+00:00,536.0,11.12,10.49,14.51,0.010000229,0.09001106,32.0,276,0.3016427258300781,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9779415310203101,2025-06-29 12:49:54.360049
QQQ250702C00537000,2025-06-27 19:44:58+00:00,537.0,10.97,9.58,13.6,0.96000004,9.590409,42.0,151,0.29267064758300776,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9797660488020644,2025-06-29 12:49:54.360049
QQQ250702C00538000,2025-06-27 18:41:47+00:00,538.0,8.75,8.67,12.72,-1.3199997,-13.10824,32.0,122,0.28479719116210933,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9815905665838187,2025-06-29 12:49:54.360049
QQQ250702C00539000,2025-06-27 19:47:17+00:00,539.0,9.43,7.79,11.96,0.5100002,5.717491,80.0,173,0.28266098205566403,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.983415084365573,2025-06-29 12:49:54.360049
QQQ250702C00540000,2025-06-27 19:52:17+00:00,540.0,8.54,6.93,11.11,0.010000229,0.11723598,267.0,416,0.27503166381835936,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9852396021473273,2025-06-29 12:49:54.360049
QQQ250702C00541000,2025-06-27 20:13:54+00:00,541.0,8.15,6.09,10.27,0.7699995,10.433598,159.0,243,0.2672802764892578,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9870641199290817,2025-06-29 12:49:54.360049
QQQ250702C00542000,2025-06-27 20:13:16+00:00,542.0,7.31,5.27,9.45,0.9299998,14.5768,283.0,301,0.25977302734375,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.988888637710836,2025-06-29 12:49:54.360049
QQQ250702C00543000,2025-06-27 19:56:40+00:00,543.0,6.66,4.47,8.67,0.96000004,16.842106,433.0,384,0.2533033654785156,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9907131554925903,2025-06-29 12:49:54.360049
QQQ250702C00544000,2025-06-27 20:09:47+00:00,544.0,5.85,5.77,5.88,0.90999985,18.42105,669.0,211,0.15155877746582033,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9925376732743446,2025-06-29 12:49:54.360049
QQQ250702C00545000,2025-06-27 20:14:43+00:00,545.0,5.04,5.06,5.15,0.5700002,12.751682,1506.0,709,0.14820187744140628,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9943621910560989,2025-06-29 12:49:54.360049
QQQ250702C00546000,2025-06-27 20:04:01+00:00,546.0,4.56,4.39,4.46,0.72,18.750002,1175.0,279,0.14490601196289063,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9961867088378532,2025-06-29 12:49:54.360049
QQQ250702C00547000,2025-06-27 20:11:56+00:00,547.0,3.85,3.76,3.82,0.52,15.615615,5506.0,376,0.1419763537597656,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9980112266196075,2025-06-29 12:49:54.360049
QQQ250702C00548000,2025-06-27 20:13:43+00:00,548.0,3.16,3.17,3.23,0.18000007,6.040271,2726.0,253,0.13916876464843753,True,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,0.9998357444013618,2025-06-29 12:49:54.360049
QQQ250702C00549000,2025-06-27 20:13:16+00:00,549.0,2.68,2.64,2.69,0.25,10.288066,2439.0,456,0.13636117553710939,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.001660262183116,2025-06-29 12:49:54.360049
QQQ250702C00550000,2025-06-27 20:14:32+00:00,550.0,2.14,2.16,2.2,0.120000124,5.9406,8247.0,4075,0.13343151733398437,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0034847799648705,2025-06-29 12:49:54.360049
QQQ250702C00551000,2025-06-27 20:13:46+00:00,551.0,1.72,1.74,1.78,0.060000062,3.614462,1333.0,277,0.1313563427734375,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0053092977466247,2025-06-29 12:49:54.360049
QQQ250702C00552000,2025-06-27 20:14:27+00:00,552.0,1.36,1.37,1.41,-0.00999999,-0.7299263,1089.0,1545,0.12903703002929687,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.007133815528379,2025-06-29 12:49:54.360049
QQQ250702C00553000,2025-06-27 20:03:42+00:00,553.0,1.12,1.07,1.1,0.0,0.0,1717.0,112,0.12708392456054687,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0089583333101333,2025-06-29 12:49:54.360049
QQQ250702C00554000,2025-06-27 20:14:12+00:00,554.0,0.81,0.82,0.85,-0.14999998,-15.624998,745.0,119,0.12574116455078127,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0107828510918877,2025-06-29 12:49:54.360049
QQQ250702C00555000,2025-06-27 20:14:40+00:00,555.0,0.61,0.62,0.64,-0.050000012,-7.5757594,5022.0,1823,0.12415426635742188,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.012607368873642,2025-06-29 12:49:54.360049
QQQ250702C00556000,2025-06-27 20:14:40+00:00,556.0,0.46,0.46,0.48,-0.11,-19.298244,591.0,285,0.12329978271484376,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0144318866553963,2025-06-29 12:49:54.360049
QQQ250702C00557000,2025-06-27 20:11:07+00:00,557.0,0.35,0.34,0.35,-0.09,-20.454546,322.0,171,0.12220116088867189,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0162564044371507,2025-06-29 12:49:54.360049
QQQ250702C00558000,2025-06-27 20:14:09+00:00,558.0,0.25,0.24,0.26,-0.09,-26.470589,207.0,328,0.12232322998046877,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.018080922218905,2025-06-29 12:49:54.360049
QQQ250702C00559000,2025-06-27 20:14:23+00:00,559.0,0.18,0.18,0.19,-0.059999987,-24.999996,124.0,463,0.12232322998046877,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0199054400006593,2025-06-29 12:49:54.360049
QQQ250702C00560000,2025-06-27 20:14:27+00:00,560.0,0.13,0.13,0.14,-0.07000001,-35.000004,2122.0,1290,0.12305564453125001,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0217299577824135,2025-06-29 12:49:54.360049
QQQ250702C00561000,2025-06-27 20:07:24+00:00,561.0,0.1,0.09,0.11,-0.05,-33.333332,96.0,204,0.12500875,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.023554475564168,2025-06-29 12:49:54.360049
QQQ250702C00562000,2025-06-27 20:03:05+00:00,562.0,0.06,0.07,0.08,-0.08,-57.142853,54.0,20,0.125985302734375,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.025378993345922,2025-06-29 12:49:54.360049
QQQ250702C00563000,2025-06-27 20:03:14+00:00,563.0,0.06,0.05,0.06,-0.05,-45.454548,327.0,98,0.12696185546875,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0272035111276765,2025-06-29 12:49:54.360049
QQQ250702C00564000,2025-06-27 19:48:59+00:00,564.0,0.05,0.04,0.05,-0.03,-37.5,27.0,0,0.13086806640624998,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.029028028909431,2025-06-29 12:49:54.360049
QQQ250702C00565000,2025-06-27 17:44:27+00:00,565.0,0.06,0.03,0.04,-0.02,-25.0,163.0,284,0.132821171875,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.030852546691185,2025-06-29 12:49:54.360049
QQQ250702C00567000,2025-06-27 19:49:38+00:00,567.0,0.03,0.02,0.03,-0.02,-40.0,38.0,2,0.14063359375,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0345015822546937,2025-06-29 12:49:54.360049
QQQ250702C00568000,2025-06-27 20:04:18+00:00,568.0,0.02,0.02,0.03,-0.03,-60.000004,122.0,0,0.147469462890625,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.036326100036448,2025-06-29 12:49:54.360049
QQQ250702C00570000,2025-06-27 16:14:06+00:00,570.0,0.03,0.01,0.02,0.0,0.0,7.0,58,0.15235222656250003,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0399751355999567,2025-06-29 12:49:54.360049
QQQ250702C00575000,2025-06-27 19:49:23+00:00,575.0,0.01,0.01,0.02,-0.02,-66.66667,6.0,4,0.18164880859375,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0490977245087283,2025-06-29 12:49:54.360049
QQQ250702C00580000,2025-06-27 18:10:27+00:00,580.0,0.01,0.0,0.01,-0.01,-50.0,200.0,3,0.195320546875,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0582203134174997,2025-06-29 12:49:54.360049
QQQ250702C00585000,2025-06-27 14:26:03+00:00,585.0,0.01,0.0,0.01,-0.02,-66.66667,3.0,5,0.22266402343749997,False,REGULAR,USD,QQQ,2025-07-02,2,548.0900268554688,1.0673429023262713,2025-06-29 12:49:54.360049
QQQ250703C00415000,2025-06-20 19:47:43+00:00,415.0,111.31,131.14,135.04,0.0,0.0,1.0,2,0.500005,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.7571748794280386,2025-06-29 12:49:54.505794
QQQ250703C00420000,2025-06-23 16:41:55+00:00,420.0,107.06,126.15,130.06,0.0,0.0,1.0,0,0.7500025,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.7662974683368101,2025-06-29 12:49:54.505794
QQQ250703C00425000,2025-06-20 18:11:34+00:00,425.0,102.11,121.15,125.08,0.0,0.0,3.0,6,0.7539087109375,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.7754200572455817,2025-06-29 12:49:54.505794
QQQ250703C00430000,2025-06-26 18:06:10+00:00,430.0,116.15,116.16,120.08,0.0,0.0,1.0,8,0.73437765625,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.7845426461543533,2025-06-29 12:49:54.505794
QQQ250703C00435000,2025-06-20 19:48:29+00:00,435.0,91.33,111.16,115.09,0.0,0.0,1.0,2,0.7148466015625,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.7936652350631248,2025-06-29 12:49:54.505794
QQQ250703C00440000,2025-06-24 16:59:26+00:00,440.0,100.18,106.17,110.09,0.0,0.0,1.0,1,0.6914093359375001,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.8027878239718964,2025-06-29 12:49:54.505794
QQQ250703C00445000,2025-06-26 15:04:42+00:00,445.0,99.46,101.17,105.1,0.0,0.0,2.0,4,0.6660189648437502,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.8119104128806679,2025-06-29 12:49:54.505794
QQQ250703C00450000,2025-06-25 15:36:14+00:00,450.0,91.5,96.17,100.09,0.0,0.0,5.0,39,0.6250037500000001,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.8210330017894395,2025-06-29 12:49:54.505794
QQQ250703C00455000,2025-06-26 19:31:02+00:00,455.0,91.8,91.18,95.11,0.0,0.0,1.0,6,0.6132851171875001,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.830155590698211,2025-06-29 12:49:54.505794
QQQ250703C00460000,2025-06-20 17:28:31+00:00,460.0,66.6,86.18,90.11,0.0,0.0,48.0,52,0.5820354296875,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.8392781796069826,2025-06-29 12:49:54.505794
QQQ250703C00465000,2025-06-23 19:21:54+00:00,465.0,65.94,81.19,85.12,0.0,0.0,1.0,58,0.56055126953125,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.8484007685157541,2025-06-29 12:49:54.505794
QQQ250703C00470000,2025-06-26 18:34:43+00:00,470.0,76.9,76.19,80.12,0.0,0.0,110.0,154,0.5273484765625001,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.8575233574245257,2025-06-29 12:49:54.505794
QQQ250703C00475000,2025-06-27 16:27:45+00:00,475.0,74.44,71.2,75.13,10.040001,15.590063,4.0,133,0.5029346582031251,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.8666459463332972,2025-06-29 12:49:54.505794
QQQ250703C00476000,2025-06-27 14:17:10+00:00,476.0,73.69,70.2,74.13,0.0,0.0,1.0,0,0.8776867700195312,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.8684704641150516,2025-06-29 12:49:54.505794
QQQ250703C00479000,2025-06-27 16:20:45+00:00,479.0,70.73,67.2,71.14,2.77,4.075927,4.0,0,0.848634326171875,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.8739440174603145,2025-06-29 12:49:54.505794
