contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration,retrieved,ticker,moneyness,days_to_exp,target
AAPL250703C00140000,2025-06-11 19:36:11+00:00,140.0,59.42,56.35,57.4,0.0,0.0,2.0,1916,0.8183611914062499,True,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,2.356109054190508,17,1
AAPL250703C00150000,2025-05-28 15:38:18+00:00,150.0,52.25,46.1,47.45,0.0,0.0,4.0,4,0.6425816992187501,True,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,2.8708133971291865,17,1
AAPL250703C00155000,2025-06-09 17:46:25+00:00,155.0,47.5,41.1,43.2,0.0,0.0,1.0,2,0.6709017285156251,True,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,3.263157894736842,17,1
AAPL250703C00165000,2025-06-12 14:10:24+00:00,165.0,34.12,31.3,32.95,0.0,0.0,1.0,4,0.5210008837890624,True,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,4.835873388042204,17,1
AAPL250703C00170000,2025-06-12 19:52:52+00:00,170.0,29.38,26.55,28.25,0.0,0.0,6.0,4,0.5927775097656252,True,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,5.786249149081008,17,1
AAPL250703C00175000,2025-06-12 16:09:03+00:00,175.0,25.13,22.05,22.85,0.8199997,3.3730962,1.0,20,0.4675346215820312,True,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,6.963788300835655,17,1
AAPL250703C00180000,2025-06-13 19:34:42+00:00,180.0,17.3,17.65,18.05,-2.8000011,-13.930353,61.0,66,0.4049131774902343,True,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,10.404624277456646,17,1
AAPL250703C00185000,2025-06-13 18:46:33+00:00,185.0,13.24,13.2,13.6,-1.9800005,-13.009201,38.0,73,0.3621889953613281,True,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,13.972809667673715,17,0
AAPL250703C00190000,2025-06-13 19:46:42+00:00,190.0,9.31,9.35,9.6,-1.79,-16.126125,254.0,500,0.3306951696777344,True,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,20.408163265306122,17,0
AAPL250703C00195000,2025-06-13 19:55:55+00:00,195.0,5.96,6.1,6.25,-1.77,-22.8978,788.0,3170,0.308478594970703,True,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,32.718120805369125,17,0
AAPL250703C00200000,2025-06-13 19:59:41+00:00,200.0,3.5,3.5,3.65,-1.4000001,-28.57143,3664.0,2743,0.2901682312011718,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,57.142857142857146,17,0
AAPL250703C00205000,2025-06-13 19:59:44+00:00,205.0,1.78,1.82,1.89,-0.96000004,-35.0365,2179.0,3410,0.2768627001953124,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,115.1685393258427,17,0
AAPL250703C00210000,2025-06-13 19:59:49+00:00,210.0,0.86,0.86,0.92,-0.61,-41.496597,7791.0,4690,0.2730785583496093,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,244.18604651162792,17,0
AAPL250703C00215000,2025-06-13 19:57:24+00:00,215.0,0.4,0.41,0.46,-0.35999998,-47.36842,1342.0,17714,0.2788158056640625,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,537.5,17,0
AAPL250703C00220000,2025-06-13 19:52:46+00:00,220.0,0.22,0.21,0.24,-0.16,-42.105263,3074.0,12238,0.2890696093749999,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,1000.0,17,0
AAPL250703C00225000,2025-06-13 19:58:21+00:00,225.0,0.14,0.12,0.15,-0.08,-36.363636,964.0,7889,0.3076241113281249,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,1607.1428571428569,17,0
AAPL250703C00230000,2025-06-13 19:29:32+00:00,230.0,0.1,0.08,0.11,-0.029999994,-23.07692,1163.0,2299,0.3320379296875,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,2300.0,17,0
AAPL250703C00235000,2025-06-13 19:49:55+00:00,235.0,0.07,0.06,0.08,-0.030000001,-30.000002,32.0,2352,0.3535220898437499,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,3357.142857142857,17,0
AAPL250703C00240000,2025-06-13 18:51:32+00:00,240.0,0.06,0.03,0.06,0.0,0.0,44.0,452,0.37500625,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,4000.0,17,0
AAPL250703C00245000,2025-06-13 17:50:56+00:00,245.0,0.04,0.04,0.05,-0.010000002,-20.000004,22.0,265,0.398443515625,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,6125.0,17,0
AAPL250703C00250000,2025-06-13 14:26:12+00:00,250.0,0.04,0.03,0.04,0.0,0.0,1.0,366,0.41992767578125,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,6250.0,17,1
AAPL250703C00255000,2025-06-12 17:59:48+00:00,255.0,0.05,0.02,0.03,0.020000001,66.66667,47.0,507,0.43555251953125,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,5100.0,17,1
AAPL250703C00260000,2025-06-12 13:30:11+00:00,260.0,0.04,0.02,0.03,0.0,0.0,1.0,42,0.4648491015625,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,6500.0,17,1
AAPL250703C00265000,2025-06-11 18:38:39+00:00,265.0,0.03,0.0,0.03,0.0,0.0,13.0,213,0.492192578125,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,8833.333333333334,17,1
AAPL250703C00270000,2025-06-11 15:39:39+00:00,270.0,0.02,0.0,0.02,0.0,0.0,1.0,2,0.500005,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,13500.0,17,1
AAPL250703C00275000,2025-06-11 16:13:57+00:00,275.0,0.02,0.0,0.03,0.0,0.0,2.0,3,0.507817421875,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,13750.0,17,1
AAPL250703C00280000,2025-06-10 18:50:12+00:00,280.0,0.02,0.0,0.02,0.0,0.0,1.0,5,0.51562984375,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,14000.0,17,1
AAPL250703C00290000,2025-06-12 16:19:55+00:00,290.0,0.01,0.0,0.02,0.0,0.0,2.0,3,0.5625043750000001,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,29000.0,17,1
AAPL250703C00295000,2025-05-30 13:30:05+00:00,295.0,0.03,0.0,0.02,0.0,0.0,1.0,1,0.57812921875,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,9833.333333333334,17,1
AAPL250703C00325000,2025-06-03 17:20:10+00:00,325.0,0.02,0.0,0.01,0.0,0.0,1.0,3,0.6718782812500002,False,REGULAR,USD,2025-07-03,2025-06-15 13:42:22.338050,AAPL,16250.0,17,1
AAPL250711C00130000,2025-06-11 18:02:08+00:00,130.0,70.2,65.5,67.45,0.0,0.0,4.0,4,0.5585981640625001,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,1.8518518518518519,25,1
AAPL250711C00135000,2025-06-11 18:18:38+00:00,135.0,65.15,61.35,62.5,0.0,0.0,1.0,1,0.76367423828125,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,2.072141212586339,25,1
AAPL250711C00140000,2025-06-11 18:02:08+00:00,140.0,60.26,55.75,57.8,0.0,0.0,6.0,1,0.6547886083984377,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,2.3232658479920345,25,1
AAPL250711C00150000,2025-06-13 14:16:11+00:00,150.0,46.9,46.65,47.55,-7.739998,-14.165443,1.0,2501,0.6157264990234376,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,3.1982942430703627,25,1
AAPL250711C00160000,2025-06-13 16:18:58+00:00,160.0,38.35,36.85,37.75,-1.4000015,-3.5220165,2.0,5251,0.524418818359375,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,4.172099087353325,25,1
AAPL250711C00170000,2025-06-13 16:26:40+00:00,170.0,27.5,27.3,28.1,-2.2299995,-7.500839,8.0,27,0.4836477416992188,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,6.181818181818182,25,1
AAPL250711C00175000,2025-06-13 15:42:42+00:00,175.0,23.9,22.75,23.3,-1.3999996,-5.5335956,1.0,5,0.4304256176757813,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,7.322175732217573,25,1
AAPL250711C00180000,2025-06-13 15:53:37+00:00,180.0,18.15,18.3,18.65,-2.58,-12.445731,12.0,49,0.3834290173339844,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,9.917355371900827,25,0
AAPL250711C00185000,2025-06-13 19:41:07+00:00,185.0,14.25,14.1,14.45,-2.0499992,-12.576683,36.0,28,0.355353126220703,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,12.982456140350877,25,0
AAPL250711C00190000,2025-06-13 19:46:04+00:00,190.0,10.15,10.2,10.7,-2.2000008,-17.81377,100.0,299,0.3343572424316406,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,18.7192118226601,25,0
AAPL250711C00195000,2025-06-13 19:45:12+00:00,195.0,6.98,7.1,7.3,-1.8200002,-20.68182,693.0,506,0.308478594970703,True,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,27.93696275071633,25,0
AAPL250711C00200000,2025-06-13 19:59:55+00:00,200.0,4.5,4.5,4.65,-1.4000001,-23.728815,2239.0,878,0.2913889221191405,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,44.44444444444444,25,0
AAPL250711C00205000,2025-06-13 19:59:21+00:00,205.0,2.58,2.56,2.7,-1.1200001,-30.270273,3660.0,1941,0.277228907470703,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,79.45736434108527,25,0
AAPL250711C00210000,2025-06-13 19:55:24+00:00,210.0,1.39,1.43,1.5,-0.7700001,-35.64815,4518.0,3372,0.2717357983398437,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,151.0791366906475,25,0
AAPL250711C00215000,2025-06-13 19:53:03+00:00,215.0,0.74,0.75,0.82,-0.48000002,-39.34426,1488.0,3776,0.2721020056152343,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,290.5405405405405,25,0
AAPL250711C00220000,2025-06-13 19:57:08+00:00,220.0,0.41,0.42,0.47,-0.27,-39.705883,644.0,4447,0.2788158056640625,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,536.5853658536586,25,0
AAPL250711C00225000,2025-06-13 19:55:08+00:00,225.0,0.26,0.24,0.32,-0.14000002,-35.000004,943.0,2350,0.295905478515625,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,865.3846153846154,25,0
AAPL250711C00230000,2025-06-13 19:42:29+00:00,230.0,0.17,0.15,0.18,-0.08,-32.0,1118.0,1600,0.3012765185546875,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,1352.941176470588,25,0
AAPL250711C00235000,2025-06-13 19:59:24+00:00,235.0,0.11,0.11,0.15,-0.060000002,-35.294117,16.0,717,0.3252020605468749,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,2136.3636363636365,25,0
AAPL250711C00240000,2025-06-13 19:23:09+00:00,240.0,0.08,0.07,0.11,-0.04,-33.333336,28.0,495,0.340826904296875,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,3000.0,25,0
AAPL250711C00245000,2025-06-13 18:14:28+00:00,245.0,0.08,0.07,0.1,-0.020000003,-20.000004,1.0,150,0.36524072265625,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,3062.5,25,0
AAPL250711C00250000,2025-06-13 17:32:39+00:00,250.0,0.06,0.03,0.07,-0.010000002,-14.285716,11.0,189,0.375982802734375,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,4166.666666666667,25,0
AAPL250711C00255000,2025-06-13 19:59:05+00:00,255.0,0.04,0.02,0.06,-0.02,-33.333336,5.0,38,0.3945373046875,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,6375.0,25,0
AAPL250711C00260000,2025-06-10 13:30:03+00:00,260.0,0.07,0.03,0.05,0.0,0.0,3.0,13,0.41211525390625,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,3714.2857142857138,25,1
AAPL250711C00270000,2025-06-11 18:09:30+00:00,270.0,0.03,0.02,0.05,0.0,0.0,1.0,105,0.45898978515625,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,9000.0,25,1
AAPL250711C00275000,2025-06-12 13:41:07+00:00,275.0,0.02,0.0,0.04,0.0,0.0,1.0,14,0.47070841796875,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,13750.0,25,1
AAPL250711C00280000,2025-06-10 16:08:03+00:00,280.0,0.03,0.0,0.03,0.0,0.0,1.0,14,0.47852083984375,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,9333.333333333334,25,1
AAPL250711C00300000,2025-06-09 15:03:52+00:00,300.0,0.02,0.0,0.03,0.0,0.0,2.0,2,0.523442265625,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,15000.0,25,1
AAPL250711C00325000,2025-06-11 18:33:24+00:00,325.0,0.01,0.0,0.01,0.0,0.0,1.0,2,0.5625043750000001,False,REGULAR,USD,2025-07-11,2025-06-15 13:42:22.441044,AAPL,32500.0,25,1
AAPL250718C00090000,2025-06-06 18:15:13+00:00,90.0,115.24,105.75,107.6,0.0,0.0,4.0,10,1.16016044921875,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,0.7809788267962513,32,1
AAPL250718C00095000,2025-06-05 18:16:06+00:00,95.0,107.37,100.7,103.15,0.0,0.0,4.0,13,1.2158242333984377,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,0.8847909099375989,32,1
AAPL250718C00100000,2025-06-09 15:43:36+00:00,100.0,104.94,96.35,97.55,0.0,0.0,2.0,528,1.1474652001953125,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,0.9529254812273681,32,1
AAPL250718C00105000,2025-06-05 18:16:06+00:00,105.0,97.38,90.75,92.65,0.0,0.0,4.0,44,0.963867548828125,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,1.0782501540357363,32,1
AAPL250718C00110000,2025-06-06 18:15:13+00:00,110.0,95.46,85.85,87.4,0.0,0.0,4.0,32,0.8544936425781251,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,1.152315105803478,32,1
AAPL250718C00115000,2025-06-06 19:01:22+00:00,115.0,90.75,81.15,82.9,0.0,0.0,13.0,70,0.9580082324218748,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,1.2672176308539944,32,1
AAPL250718C00120000,2025-06-09 14:26:26+00:00,120.0,86.0,75.95,77.5,0.0,0.0,2.0,228,0.788088056640625,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,1.3953488372093024,32,1
AAPL250718C00125000,2025-06-13 13:58:10+00:00,125.0,72.66,71.7,72.4,-1.7599945,-2.3649483,1.0,2559,0.8334977587890623,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,1.7203413157170384,32,1
AAPL250718C00130000,2025-06-05 17:51:29+00:00,130.0,73.74,66.05,68.25,0.0,0.0,4.0,210,0.7941915112304687,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,1.7629509085977761,32,1
AAPL250718C00135000,2025-06-12 16:04:24+00:00,135.0,64.05,61.5,62.6,0.0,0.0,2.0,620,0.710940390625,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,2.107728337236534,32,1
AAPL250718C00140000,2025-06-13 14:06:27+00:00,140.0,56.65,56.85,57.6,-1.949997,-3.3276398,10.0,8090,0.6865265722656251,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,2.471315092674316,32,1
AAPL250718C00145000,2025-06-09 17:44:25+00:00,145.0,57.95,51.4,52.9,0.0,0.0,6.0,179,0.614261669921875,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,2.5021570319240722,32,1
AAPL250718C00150000,2025-06-13 19:47:43+00:00,150.0,46.85,46.75,47.9,-3.1100006,-6.2249813,2.0,496,0.584965087890625,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,3.2017075773745995,32,1
AAPL250718C00155000,2025-06-10 13:44:15+00:00,155.0,47.57,41.85,43.05,0.0,0.0,1.0,172,0.5441940112304688,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,3.2583561067899938,32,1
AAPL250718C00160000,2025-06-13 17:10:20+00:00,160.0,37.7,37.15,38.05,-2.2000008,-5.5137863,10.0,838,0.5036670727539063,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,4.244031830238726,32,1
AAPL250718C00165000,2025-06-13 18:27:43+00:00,165.0,32.45,32.7,33.0,-2.0999985,-6.0781436,38.0,793,0.4840139489746094,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,5.084745762711864,32,1
AAPL250718C00170000,2025-06-13 18:47:06+00:00,170.0,27.9,27.95,28.3,-2.5500011,-8.374388,14.0,778,0.4470270141601562,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,6.093189964157706,32,1
AAPL250718C00175000,2025-06-13 19:46:19+00:00,175.0,23.28,23.4,23.7,-2.4399986,-9.486775,33.0,719,0.4115049084472656,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,7.517182130584192,32,1
AAPL250718C00180000,2025-06-13 19:57:01+00:00,180.0,18.85,19.05,19.3,-2.6000004,-12.121213,89.0,2539,0.3806214282226562,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,9.549071618037134,32,0
AAPL250718C00185000,2025-06-13 19:50:54+00:00,185.0,14.89,14.95,15.15,-2.1400003,-12.566061,509.0,4837,0.352545537109375,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,12.424445936870383,32,0
AAPL250718C00190000,2025-06-13 19:58:35+00:00,190.0,11.05,11.25,11.4,-1.8499994,-14.341082,383.0,1671,0.3295965478515624,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,17.194570135746606,32,0
AAPL250718C00195000,2025-06-13 19:59:04+00:00,195.0,8.0,8.0,8.15,-1.8000002,-18.367348,2534.0,5685,0.3106758386230468,True,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,24.375,32,0
AAPL250718C00200000,2025-06-13 19:59:28+00:00,200.0,5.34,5.35,5.55,-1.46,-21.470589,7725.0,16740,0.2977975494384764,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,37.453183520599254,32,0
AAPL250718C00205000,2025-06-13 19:59:38+00:00,205.0,3.4,3.35,3.5,-1.1300001,-24.944813,5623.0,17301,0.2846751220703124,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,60.294117647058826,32,0
AAPL250718C00210000,2025-06-13 19:59:58+00:00,210.0,2.07,2.03,2.1,-0.74,-26.33452,31493.0,36456,0.2767406311035155,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,101.44927536231884,32,0
AAPL250718C00215000,2025-06-13 19:59:37+00:00,215.0,1.19,1.18,1.24,-0.51,-29.999998,8360.0,47405,0.2747875256347656,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,180.67226890756302,32,0
AAPL250718C00220000,2025-06-13 19:59:58+00:00,220.0,0.72,0.7,0.74,-0.30999994,-30.097082,9687.0,28693,0.2773509765624999,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,305.55555555555554,32,0
AAPL250718C00225000,2025-06-13 19:59:37+00:00,225.0,0.44,0.44,0.46,-0.19,-30.158731,4230.0,25365,0.2841868457031249,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,511.3636363636364,32,0
AAPL250718C00230000,2025-06-13 19:59:53+00:00,230.0,0.3,0.28,0.3,-0.109999985,-26.829264,4725.0,76886,0.2934640966796874,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,766.6666666666667,32,0
AAPL250718C00235000,2025-06-13 19:52:22+00:00,235.0,0.2,0.19,0.21,-0.07000001,-25.925928,425.0,16922,0.305671005859375,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,1175.0,32,0
AAPL250718C00240000,2025-06-13 19:22:54+00:00,240.0,0.16,0.15,0.16,-0.040000007,-20.000004,195.0,18010,0.3208075732421874,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,1500.0,32,0
AAPL250718C00245000,2025-06-13 19:52:01+00:00,245.0,0.1,0.1,0.11,-0.050000004,-33.333336,79.0,7786,0.3300848242187499,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,2450.0,32,0
AAPL250718C00250000,2025-06-13 19:47:12+00:00,250.0,0.09,0.08,0.09,-0.019999996,-18.181814,336.0,41175,0.3457096679687499,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,2777.777777777778,32,0
AAPL250718C00255000,2025-06-13 16:45:59+00:00,255.0,0.07,0.06,0.08,-0.009999998,-12.499998,517.0,6226,0.364264169921875,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,3642.8571428571427,32,0
AAPL250718C00260000,2025-06-13 19:36:40+00:00,260.0,0.05,0.04,0.05,0.0,0.0,25.0,4486,0.367193828125,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,5200.0,32,0
AAPL250718C00265000,2025-06-13 18:56:37+00:00,265.0,0.05,0.04,0.05,0.010000002,25.000006,8.0,4829,0.38867798828125,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,5300.0,32,0
AAPL250718C00270000,2025-06-12 19:57:03+00:00,270.0,0.04,0.02,0.05,0.0,0.0,46.0,8720,0.4101621484375,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,6750.0,32,1
AAPL250718C00275000,2025-06-12 19:53:59+00:00,275.0,0.03,0.02,0.04,0.0,0.0,2.0,2991,0.41992767578125,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,9166.666666666668,32,1
AAPL250718C00280000,2025-06-13 15:06:58+00:00,280.0,0.02,0.01,0.02,-0.01,-33.333336,502.0,4804,0.4101621484375,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,14000.0,32,1
AAPL250718C00285000,2025-06-12 19:53:09+00:00,285.0,0.02,0.01,0.02,0.01,100.0,1.0,6057,0.429693203125,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,14250.0,32,1
AAPL250718C00290000,2025-06-13 18:35:41+00:00,290.0,0.01,0.0,0.02,0.0,0.0,2.0,2012,0.445318046875,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,29000.0,32,1
AAPL250718C00295000,2025-06-13 15:08:59+00:00,295.0,0.02,0.0,0.03,0.0,0.0,2.0,1848,0.4804739453125,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,14750.0,32,1
AAPL250718C00300000,2025-06-13 13:44:14+00:00,300.0,0.01,0.01,0.03,-0.01,-50.0,32.0,3429,0.500005,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,30000.0,32,1
AAPL250718C00305000,2025-06-13 13:30:02+00:00,305.0,0.01,0.0,0.03,0.0,0.0,1.0,2904,0.51562984375,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,30500.0,32,1
AAPL250718C00310000,2025-06-09 15:41:59+00:00,310.0,0.02,0.0,0.02,0.0,0.0,1.0,1853,0.5117236328125,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,15500.0,32,1
AAPL250718C00315000,2025-06-12 15:57:40+00:00,315.0,0.01,0.0,0.02,0.0,0.0,5.0,779,0.500005,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,31500.0,32,1
AAPL250718C00320000,2025-06-10 16:08:26+00:00,320.0,0.01,0.0,0.02,0.0,0.0,1.0,868,0.51562984375,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,32000.0,32,1
AAPL250718C00325000,2025-06-04 14:09:35+00:00,325.0,0.01,0.0,0.01,0.0,0.0,1.0,1352,0.500005,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,32500.0,32,1
AAPL250718C00330000,2025-06-10 13:30:01+00:00,330.0,0.01,0.0,0.01,0.0,0.0,1.0,450,0.51562984375,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,33000.0,32,1
AAPL250718C00340000,2025-06-11 18:30:40+00:00,340.0,0.01,0.0,0.01,0.0,0.0,1.0,1521,0.5468795312500001,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,34000.0,32,1
AAPL250718C00350000,2025-06-09 14:27:46+00:00,350.0,0.01,0.0,0.01,0.0,0.0,5.0,236,0.5625043750000001,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,35000.0,32,1
AAPL250718C00360000,2025-05-05 14:01:11+00:00,360.0,0.02,0.0,0.01,0.0,0.0,10.0,94,0.5937540625000001,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,18000.0,32,1
AAPL250718C00370000,2025-05-30 19:44:21+00:00,370.0,0.01,0.0,0.1,0.0,0.0,50.0,140,0.7460962890625,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,37000.0,32,1
AAPL250718C00380000,2025-05-27 13:30:01+00:00,380.0,0.01,0.0,0.01,0.0,0.0,1.0,841,0.64062859375,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,38000.0,32,1
AAPL250718C00390000,2025-05-23 19:41:17+00:00,390.0,0.01,0.0,0.01,0.0,0.0,16.0,293,0.6562534375000001,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,39000.0,32,1
AAPL250718C00400000,2025-06-11 15:46:37+00:00,400.0,0.01,0.0,0.01,0.0,0.0,1.0,5882,0.6875031250000001,False,REGULAR,USD,2025-07-18,2025-06-15 13:42:22.547351,AAPL,40000.0,32,1
