contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,expiry,days_to_expiry,spot_price,moneyness,date_collected,day_of_week,month,volume_oi_ratio,bid_ask_spread,mid_price,last_mid_diff,delta,gamma,theta,vega
SPY250703C00571000,2025-06-27 14:31:44+00:00,571.0,44.19,43.0,45.11,3.5,8.601623,1.0,17,0.4569146105957031,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.928591216499573,2025-06-29 12:49:52.774721,6,6,0.05555555555555555,2.1099999999999994,44.055,0.134999999999998,0.9655549874147638,0.002993988392560405,-0.3989953493033226,0.04251445555690884
SPY250703C00572000,2025-06-27 15:11:09+00:00,572.0,43.85,42.0,44.11,3.5499992,8.808931,5.0,97,0.4487359814453124,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9302174708191868,2025-06-29 12:49:52.774721,6,6,0.05102040816326531,2.1099999999999994,43.055,0.7950000000000017,0.9647384935625923,0.0031077578507844356,-0.39944258139383904,0.04334006223651872
SPY250703C00572500,2025-06-23 16:42:09+00:00,572.5,24.37,41.5,43.61,0.0,0.0,14.0,59,0.4445856323242187,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.931030597978994,2025-06-29 12:49:52.774721,6,6,0.23333333333333334,2.1099999999999994,42.555,-18.185,0.964334478465528,0.003166208645306945,-0.39949282210239256,0.04374681281631653
SPY250703C00573000,2025-06-27 13:47:23+00:00,573.0,41.32,41.0,43.11,17.199999,71.31011,4.0,15,0.4404352832031249,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9318437251388008,2025-06-29 12:49:52.774721,6,6,0.25,2.1099999999999994,42.055,-0.7349999999999994,0.963920749135448,0.003226387751674833,-0.3995489381581813,0.04416214173505937
SPY250703C00574000,2025-06-24 17:01:10+00:00,574.0,34.12,40.0,42.12,0.0,0.0,1.0,42,0.4331111376953125,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9334699794584148,2025-06-29 12:49:52.774721,6,6,0.023255813953488372,2.1199999999999974,41.06,-6.940000000000005,0.9627432267966427,0.003368280851563155,-0.40268037544635454,0.045337661160262416
SPY250703C00575000,2025-06-27 16:55:40+00:00,575.0,41.5,39.15,40.88,3.709999,9.8174095,11.0,2559,0.4021055883789062,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9350962337780288,2025-06-29 12:49:52.774721,6,6,0.004296875,1.730000000000004,40.015,1.4849999999999994,0.9692787588864743,0.0030957095662347187,-0.335372907890834,0.03868581780163403
SPY250703C00576000,2025-06-27 19:40:40+00:00,576.0,37.64,38.01,40.12,0.95000076,2.5892637,7.0,24,0.4165097412109374,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9367224880976428,2025-06-29 12:49:52.774721,6,6,0.28,2.1099999999999994,39.065,-1.4249999999999972,0.9608709685928207,0.003645424638500447,-0.4030908022087904,0.04718725907066001
SPY250703C00577000,2025-06-27 18:40:15+00:00,577.0,35.11,37.68,39.13,3.790001,12.100897,12.0,14,0.4089414575195312,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9383487424172569,2025-06-29 12:49:52.774721,6,6,0.8,1.4500000000000028,38.405,-3.2950000000000017,0.9595939190424586,0.003811111328540578,-0.4056750777871597,0.04843555047628394
SPY250703C00577500,2025-06-27 16:53:38+00:00,577.5,38.91,36.51,38.63,5.209999,15.459937,1.0,46,0.4047911083984374,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9391618695770636,2025-06-29 12:49:52.774721,6,6,0.02127659574468085,2.1200000000000045,37.57,1.3399999999999963,0.9590629362394375,0.0038911986392270582,-0.4058288947757329,0.04895148032016676
SPY250703C00578000,2025-06-27 16:05:30+00:00,578.0,38.56,36.02,38.13,8.890001,29.96293,9.0,53,0.4006407592773437,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9399749967368708,2025-06-29 12:49:52.774721,6,6,0.16666666666666666,2.1099999999999994,37.075,1.4849999999999994,0.9585173070133167,0.003973938462005848,-0.40599267085356855,0.04947977679624526
SPY250703C00579000,2025-06-27 19:59:21+00:00,579.0,37.56,35.02,37.13,5.1800003,15.997529,5.0,65,0.3923400610351562,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9416012510564846,2025-06-29 12:49:52.774721,6,6,0.07575757575757576,2.1099999999999994,36.075,1.4849999999999994,0.957379597757669,0.004147866840420159,-0.4063519393113193,0.05057535327194865
SPY250703C00580000,2025-06-27 19:58:54+00:00,580.0,35.6,34.84,35.85,3.3099976,10.250844,10013.0,315,0.3591372680664062,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9432275053760986,2025-06-29 12:49:52.774721,6,6,31.686708860759495,1.009999999999998,35.345,0.25500000000000256,0.9659255203730602,0.0037754079699410877,-0.32873510487704904,0.0421381851425068
SPY250703C00581000,2025-06-27 14:11:32+00:00,581.0,34.91,33.03,35.14,3.709999,11.891023,1.0,86,0.3762269409179687,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9448537596957126,2025-06-29 12:49:52.774721,6,6,0.011494252873563218,2.1099999999999994,34.085,0.8249999999999957,0.9546937696877789,0.004544040984947883,-0.4088376238963234,0.05313046234534898
SPY250703C00582000,2025-06-27 15:50:25+00:00,582.0,34.63,32.04,33.86,4.550001,15.126334,1.0,205,0.3438786315917969,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9464800140153266,2025-06-29 12:49:52.774721,6,6,0.0048543689320388345,1.8200000000000003,32.95,1.6799999999999997,0.9635235743134104,0.004169517366360787,-0.33196771708836353,0.044559718739367836
SPY250703C00582500,2025-06-27 19:33:32+00:00,582.5,30.88,32.46,32.62,13.539999,78.08534,3.0,33,0.24805439453125,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9472931411751336,2025-06-29 12:49:52.774721,6,6,0.08823529411764706,0.1599999999999966,32.54,-1.6600000000000001,0.9926005840186897,0.0014798791411717908,-0.12629886741930096,0.011408397328594477
SPY250703C00583000,2025-06-27 18:29:33+00:00,583.0,30.17,31.96,32.12,5.1900005,20.776623,1.0,67,0.2446364599609375,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9481062683349404,2025-06-29 12:49:52.774721,6,6,0.014705882352941176,0.1599999999999966,32.04,-1.8699999999999974,0.9924987613538057,0.0015187337708518253,-0.12627237384659634,0.011546604694430286
SPY250703C00584000,2025-06-27 19:40:39+00:00,584.0,29.78,30.97,31.13,1.4400005,5.081159,52.0,133,0.2399978344726562,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9497325226545544,2025-06-29 12:49:52.774721,6,6,0.3880597014925373,0.16000000000000014,31.049999999999997,-1.269999999999996,0.9918056027496497,0.0016732575412119924,-0.1291922172098514,0.012480200945576463
SPY250703C00585000,2025-06-27 19:03:35+00:00,585.0,27.2,29.99,30.14,-0.049999237,-0.18348344,40.0,922,0.2353592089843749,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9513587769741684,2025-06-29 12:49:52.774721,6,6,0.04333694474539545,0.15000000000000213,30.064999999999998,-2.8649999999999984,0.9910296174648766,0.001847186758671918,-0.13234270996004488,0.013511185807776039
SPY250703C00586000,2025-06-27 19:48:09+00:00,586.0,28.04,29.0,29.14,1.6600018,6.292653,96.0,179,0.22852333984375,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9529850312937824,2025-06-29 12:49:52.774721,6,6,0.5333333333333333,0.14000000000000057,29.07,-1.0300000000000011,0.9907279484179762,0.0019583419176405557,-0.132426916834877,0.013908187808964476
SPY250703C00587000,2025-06-27 19:53:01+00:00,587.0,27.45,28.01,28.15,3.6900005,15.530305,4.0,154,0.2236405761718749,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9546112856133964,2025-06-29 12:49:52.774721,6,6,0.025806451612903226,0.13999999999999702,28.08,-0.629999999999999,0.9898683527078698,0.002162283100795581,-0.1355348215858552,0.015028464874313417
SPY250703C00587500,2025-06-27 17:15:13+00:00,587.5,29.09,27.5,27.66,8.77,43.15945,5.0,248,0.2219316088867187,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9554244127732032,2025-06-29 12:49:52.774721,6,6,0.020080321285140562,0.16000000000000014,27.58,1.5100000000000016,0.9891860559235144,0.0023062711470241406,-0.13836595821756667,0.015906732997798635
SPY250703C00588000,2025-06-27 18:41:03+00:00,588.0,24.04,27.02,27.16,-0.41999817,-1.7170817,28.0,202,0.2185136743164062,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9562375399330104,2025-06-29 12:49:52.774721,6,6,0.13793103448275862,0.14000000000000057,27.09,-3.0500000000000007,0.9889751964440339,0.0023820391908761927,-0.1384921952940511,0.016176292315022142
SPY250703C00589000,2025-06-27 14:44:40+00:00,589.0,27.03,26.02,26.18,3.67,15.710616,1.0,303,0.2148516015625,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9578637942526242,2025-06-29 12:49:52.774721,6,6,0.003289473684210526,0.16000000000000014,26.1,0.9299999999999997,0.9874858078784001,0.002704265952289236,-0.1442491563700437,0.018056744780641648
SPY250703C00590000,2025-06-27 19:58:33+00:00,590.0,25.44,25.03,25.19,2.83,12.516585,143.0,927,0.2094805615234374,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9594900485722382,2025-06-29 12:49:52.774721,6,6,0.1540948275862069,0.16000000000000014,25.11,0.33000000000000185,0.986399008335099,0.002980631365172556,-0.14738328135706077,0.019404544856516194
SPY250703C00591000,2025-06-26 19:59:21+00:00,591.0,22.26,24.05,24.21,0.0,0.0,9.0,444,0.2053302124023437,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9611163028918522,2025-06-29 12:49:52.774721,6,6,0.020224719101123594,0.16000000000000014,24.130000000000003,-1.870000000000001,0.9846869241201153,0.0033676692397932194,-0.15316915400970205,0.02148986812997541
SPY250703C00592000,2025-06-27 17:33:33+00:00,592.0,24.08,23.08,23.22,3.2600002,15.658023,8.0,941,0.1997150341796875,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9627425572114662,2025-06-29 12:49:52.774721,6,6,0.008492569002123142,0.14000000000000057,23.15,0.9299999999999997,0.9833642339717744,0.0037172010916490163,-0.15644796294003527,0.023071630037028692
SPY250703C00592500,2025-06-26 18:26:36+00:00,592.5,20.47,22.59,22.73,0.0,0.0,4.0,768,0.1975177905273437,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9635556843712731,2025-06-29 12:49:52.774721,6,6,0.005201560468140442,0.14000000000000057,22.66,-2.1900000000000013,0.9823598416933255,0.003951643960943639,-0.15948831027685992,0.024256910792368896
SPY250703C00593000,2025-06-27 18:39:55+00:00,593.0,19.56,22.1,22.24,-0.44000053,-2.2000027,13.0,1305,0.1950764086914062,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.96436881153108,2025-06-29 12:49:52.774721,6,6,0.009954058192955589,0.13999999999999702,22.17,-2.610000000000003,0.9813995996007636,0.004186017389041026,-0.16213335724715328,0.02537799128086105
SPY250703C00594000,2025-06-27 19:18:28+00:00,594.0,19.1,21.11,21.27,0.55999947,3.020493,66.0,1545,0.1914143359375,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.965995065850694,2025-06-29 12:49:52.774721,6,6,0.042690815006468305,0.16000000000000014,21.189999999999998,-2.0899999999999963,0.9786169167231701,0.004801784546159616,-0.17065159380495043,0.028564629450054276
SPY250703C00595000,2025-06-27 19:59:47+00:00,595.0,20.82,20.14,20.29,2.3199997,12.540539,227.0,2065,0.1864095031738281,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.967621320170308,2025-06-29 12:49:52.774721,6,6,0.10987415295256535,0.14999999999999858,20.215,0.6050000000000004,0.9761700726219692,0.005402289547027089,-0.1766863616730446,0.0312966152143571
SPY250703C00596000,2025-06-27 20:00:54+00:00,596.0,19.08,19.17,19.32,2.209999,13.100171,29.0,1134,0.1821370849609375,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.969247574489922,2025-06-29 12:49:52.774721,6,6,0.02555066079295154,0.14999999999999858,19.245,-0.1650000000000027,0.9728699790946067,0.006163461536305017,-0.18521678470410663,0.03488787644609398
SPY250703C00597000,2025-06-27 18:26:24+00:00,597.0,17.06,18.21,18.36,0.59000015,3.582272,52.0,1063,0.1784750122070312,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.970873828809536,2025-06-29 12:49:52.774721,6,6,0.04887218045112782,0.14999999999999858,18.285,-1.2250000000000014,0.9685787143276854,0.0071058981606439385,-0.19632320426595912,0.03941375960364956
SPY250703C00597500,2025-06-27 18:57:04+00:00,597.5,14.86,17.73,17.88,-1.1100006,-6.950536,4.0,1023,0.1765219067382812,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.971686955969343,2025-06-29 12:49:52.774721,6,6,0.00390625,0.14999999999999858,17.805,-2.9450000000000003,0.9662549881474305,0.007619999464220357,-0.2019402512718264,0.041802765582007136
SPY250703C00598000,2025-06-27 19:58:58+00:00,598.0,17.91,17.25,17.4,3.0900002,20.850204,80.0,1736,0.1744467321777344,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.97250008312915,2025-06-29 12:49:52.774721,6,6,0.04605641911341393,0.14999999999999858,17.325,0.5850000000000009,0.9638375635268418,0.00816121531220491,-0.20746015761080402,0.04424550314978917
SPY250703C00599000,2025-06-27 20:06:00+00:00,599.0,16.43,16.3,16.45,1.8400002,12.611379,384.0,1586,0.1707846594238281,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.974126337448764,2025-06-29 12:49:52.774721,6,6,0.24196597353497165,0.14999999999999858,16.375,0.054999999999999716,0.9579478764025322,0.00942589469293428,-0.2208598685422964,0.05002912479774275
SPY250703C00600000,2025-06-27 20:00:32+00:00,600.0,15.28,15.36,15.5,2.08,15.757576,1146.0,5289,0.1667563793945313,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.975752591768378,2025-06-29 12:49:52.774721,6,6,0.2166351606805293,0.14000000000000057,15.43,-0.15000000000000036,0.9513791479839442,0.01084929541979344,-0.23430334634223962,0.056225775747477565
SPY250703C00601000,2025-06-27 19:58:41+00:00,601.0,14.84,14.44,14.57,1.8400002,14.153847,72.0,804,0.1635825830078125,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.977378846087992,2025-06-29 12:49:52.774721,6,6,0.08944099378881988,0.13000000000000078,14.504999999999999,0.33500000000000085,0.942713952444675,0.012596553849867145,-0.25203144455172205,0.06403837059631746
SPY250703C00602000,2025-06-27 20:06:00+00:00,602.0,13.61,13.5,13.64,1.6300001,13.606012,274.0,5925,0.1597984411621093,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9790051004076058,2025-06-29 12:49:52.774721,6,6,0.04623692203847452,0.14000000000000057,13.57,0.03999999999999915,0.9332232983802129,0.014533729012808508,-0.269001561542919,0.0721773712626447
SPY250703C00603000,2025-06-27 19:59:40+00:00,603.0,13.06,12.59,12.72,2.1200008,19.378435,346.0,2696,0.1561363684082031,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9806313547272196,2025-06-29 12:49:52.774721,6,6,0.12829069336299592,0.13000000000000078,12.655000000000001,0.40499999999999936,0.9218802977577324,0.016774889571919437,-0.2877666958333693,0.08139827619643134
SPY250703C00604000,2025-06-27 20:11:06+00:00,604.0,11.8,11.71,11.82,1.6199999,15.913555,153.0,2382,0.1529625720214844,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9822576090468336,2025-06-29 12:49:52.774721,6,6,0.06420478388585817,0.10999999999999943,11.765,0.03500000000000014,0.9078239223145752,0.01938409133638553,-0.3098087608138406,0.09214718850274049
SPY250703C00605000,2025-06-27 20:11:16+00:00,605.0,10.89,10.82,10.94,1.96,21.948488,3384.0,12498,0.1501549829101562,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9838838633664476,2025-06-29 12:49:52.774721,6,6,0.27074165933274663,0.11999999999999922,10.879999999999999,0.010000000000001563,0.8907481900432006,0.022353543227029204,-0.33463059524275485,0.1043127957106877
SPY250703C00606000,2025-06-27 20:00:11+00:00,606.0,10.06,9.96,10.07,2.0300007,25.280207,374.0,2238,0.1470422210693359,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9855101176860616,2025-06-29 12:49:52.774721,6,6,0.16703885663242518,0.10999999999999943,10.015,0.04499999999999993,0.8712652830420045,0.025632535778913966,-0.3591251770400756,0.11713457074252821
SPY250703C00607000,2025-06-27 19:58:01+00:00,607.0,9.55,9.12,9.22,2.2000003,29.931978,563.0,4922,0.1440515283203124,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9871363720056756,2025-06-29 12:49:52.774721,6,6,0.11436116189315458,0.10000000000000142,9.17,0.3800000000000008,0.8483486800143243,0.029246482241099495,-0.3846023333210986,0.13093114657292115
SPY250703C00607500,2025-06-27 19:53:05+00:00,607.5,8.27,8.71,8.8,1.2700005,18.142864,107.0,577,0.1424035955810547,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9879494991654826,2025-06-29 12:49:52.774721,6,6,0.185121107266436,0.08999999999999986,8.755,-0.4850000000000012,0.8358048410647005,0.03116999354952853,-0.3966591147115837,0.1379460062305526
SPY250703C00608000,2025-06-27 20:10:43+00:00,608.0,8.44,8.3,8.39,1.4899998,21.438847,767.0,2036,0.1409998010253906,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9887626263252896,2025-06-29 12:49:52.774721,6,6,0.37653411880216003,0.08999999999999986,8.345,0.09499999999999886,0.8218933381070191,0.033161203667994764,-0.40962817036919424,0.14531158829275934
SPY250703C00609000,2025-06-27 20:08:09+00:00,609.0,7.6,7.52,7.59,1.6799998,28.378376,711.0,2076,0.1383142810058593,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9903888806449036,2025-06-29 12:49:52.774721,6,6,0.34232065479056334,0.07000000000000028,7.555,0.04499999999999993,0.7908044442355926,0.03729261070277685,-0.435179525791185,0.16030286160024868
SPY250703C00610000,2025-06-27 20:14:46+00:00,610.0,6.75,6.76,6.82,1.48,28.083492,5172.0,6973,0.1356897955322266,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9920151349645177,2025-06-29 12:49:52.774721,6,6,0.7416117006022369,0.0600000000000005,6.79,-0.040000000000000036,0.7552973488412846,0.04153143368537946,-0.4588333864229245,0.1751360600863667
SPY250703C00611000,2025-06-27 20:12:45+00:00,611.0,6.13,6.02,6.08,1.46,31.263384,6021.0,3803,0.1331263446044921,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9936413892841316,2025-06-29 12:49:52.774721,6,6,1.582807570977918,0.0600000000000005,6.05,0.08000000000000007,0.715190735361627,0.04573113922569412,-0.4792899021509889,0.18920277057135618
SPY250703C00612000,2025-06-27 20:14:58+00:00,612.0,5.34,5.32,5.37,1.25,30.562347,6893.0,2501,0.1303797900390624,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9952676436037454,2025-06-29 12:49:52.774721,6,6,2.754996003197442,0.04999999999999982,5.345000000000001,-0.005000000000000782,0.6707518047410422,0.04977980703058996,-0.49415298988264617,0.20170420401266317
SPY250703C00613000,2025-06-27 20:14:43+00:00,613.0,4.65,4.67,4.7,1.1300001,32.102276,10662.0,2561,0.1278773736572265,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9968938979233594,2025-06-29 12:49:52.774721,6,6,4.161592505854801,0.03000000000000025,4.6850000000000005,-0.03500000000000014,0.6215610241688279,0.053343174283441555,-0.5036230170283648,0.21199422374581883
SPY250703C00614000,2025-06-27 20:13:20+00:00,614.0,4.11,4.05,4.08,1.0600002,34.754105,17354.0,1804,0.1256801300048828,True,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,0.9985201522429732,2025-06-29 12:49:52.774721,6,6,9.614404432132964,0.03000000000000025,4.0649999999999995,0.04500000000000082,0.5681786661692295,0.05610649058773521,-0.5064285054956017,0.21914481017685586
SPY250703C00615000,2025-06-27 20:14:57+00:00,615.0,3.49,3.48,3.5,0.8599999,32.699615,22250.0,4418,0.1234218518066406,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0001464065625874,2025-06-29 12:49:52.774721,6,6,5.035075809006562,0.020000000000000018,3.49,0.0,0.5116629324236177,0.05795709843016537,-0.5000015516822479,0.2223054741069244
SPY250703C00616000,2025-06-27 20:14:49+00:00,616.0,2.95,2.93,2.96,0.75,34.090908,14234.0,2786,0.1209804699707031,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0017726608822013,2025-06-29 12:49:52.774721,6,6,5.107283817725152,0.029999999999999805,2.9450000000000003,0.004999999999999893,0.4528260117734682,0.058737920321572885,-0.48312565504393745,0.22084384360447815
SPY250703C00617000,2025-06-27 20:13:30+00:00,617.0,2.48,2.45,2.48,0.65999997,36.263733,10437.0,2265,0.1190273645019531,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0033989152018152,2025-06-29 12:49:52.774721,6,6,4.605913503971756,0.029999999999999805,2.465,0.015000000000000124,0.39320927350158064,0.05795544113368472,-0.4581633607838641,0.21438406301485086
SPY250703C00618000,2025-06-27 20:14:51+00:00,618.0,2.02,2.01,2.04,0.51,33.774834,10454.0,994,0.1167690863037109,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0050251695214292,2025-06-29 12:49:52.774721,6,6,10.506532663316582,0.03000000000000025,2.025,-0.004999999999999893,0.33382098312450115,0.05588823722132268,-0.4226320997300934,0.2028148532637901
SPY250703C00619000,2025-06-27 20:14:38+00:00,619.0,1.6,1.63,1.65,0.36,29.03226,4669.0,1166,0.1145108081054687,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0066514238410431,2025-06-29 12:49:52.774721,6,6,4.000856898029134,0.020000000000000018,1.64,-0.039999999999999813,0.2763225846798003,0.052392822874570075,-0.37897598402204546,0.1864531573315732
SPY250703C00620000,2025-06-27 20:14:50+00:00,620.0,1.29,1.29,1.31,0.29999995,30.303024,22273.0,11475,0.1123135644531249,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.008277678160657,2025-06-29 12:49:52.774721,6,6,1.9408330428720808,0.020000000000000018,1.3,-0.010000000000000009,0.22238911599683742,0.047583302430007954,-0.3295224642308034,0.16608799969657195
SPY250703C00621000,2025-06-27 20:14:12+00:00,621.0,1.02,1.01,1.03,0.25,32.467533,3849.0,1790,0.1106045971679687,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.009903932480271,2025-06-29 12:49:52.774721,6,6,2.1490787269681744,0.020000000000000018,1.02,0.0,0.17442226994173454,0.04171868575386356,-0.2789621452464924,0.1434020173453236
SPY250703C00622000,2025-06-27 20:14:44+00:00,622.0,0.77,0.77,0.79,0.14999998,24.193544,5945.0,882,0.1087735607910156,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0115301867998852,2025-06-29 12:49:52.774721,6,6,6.73272933182333,0.020000000000000018,0.78,-0.010000000000000009,0.1322253418797537,0.03529766504318253,-0.227401022641526,0.11932207230937776
SPY250703C00623000,2025-06-27 20:14:08+00:00,623.0,0.6,0.58,0.6,0.13000003,27.65958,5108.0,2058,0.1073087316894531,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.013156441119499,2025-06-29 12:49:52.774721,6,6,2.4808159300631374,0.020000000000000018,0.59,0.010000000000000009,0.09741460948252995,0.02877969795197993,-0.17982324662577504,0.09597823462589045
SPY250703C00624000,2025-06-27 20:13:42+00:00,624.0,0.45,0.43,0.44,0.089999974,24.99999,3824.0,3116,0.1054776953125,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.014782695439113,2025-06-29 12:49:52.774721,6,6,1.2268206608918832,0.010000000000000009,0.435,0.015000000000000013,0.06853132772796086,0.02246422385243505,-0.13520168160419174,0.07363825932790562
SPY250703C00625000,2025-06-27 20:14:55+00:00,625.0,0.32,0.31,0.32,0.060000002,23.076925,5952.0,4235,0.1042570043945312,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.016408949758727,2025-06-29 12:49:52.774721,6,6,1.405099150141643,0.010000000000000009,0.315,0.0050000000000000044,0.0470896596963762,0.016914250709743953,-0.09917883484741509,0.05480364820170164
SPY250703C00626000,2025-06-27 20:14:42+00:00,626.0,0.22,0.22,0.23,0.02,9.999999,5052.0,268,0.1032804516601562,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.018035204078341,2025-06-29 12:49:52.774721,6,6,18.780669144981413,0.010000000000000009,0.225,-0.0050000000000000044,0.03141383748690052,0.012277025192114278,-0.07046771389340634,0.03940603506843725
SPY250703C00627000,2025-06-27 20:14:09+00:00,627.0,0.16,0.15,0.16,0.01,6.666667,2211.0,79,0.1020597607421874,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0196614583979549,2025-06-29 12:49:52.774721,6,6,27.6375,0.010000000000000009,0.155,0.0050000000000000044,0.01992596905233914,0.008483232596519162,-0.047441688776875705,0.02690713047676258
SPY250703C00628000,2025-06-27 20:14:40+00:00,628.0,0.1,0.1,0.11,0.0,0.0,4175.0,179,0.1010832080078125,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0212877127175688,2025-06-29 12:49:52.774721,6,6,23.194444444444443,0.009999999999999995,0.10500000000000001,-0.0050000000000000044,0.012252351342133943,0.005643580079465344,-0.030897267309225197,0.01772903805436913
SPY250703C00629000,2025-06-27 20:04:29+00:00,629.0,0.07,0.07,0.08,0.01,16.666666,1391.0,119,0.1015714843749999,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0229139670371827,2025-06-29 12:49:52.774721,6,6,11.591666666666667,0.009999999999999995,0.07500000000000001,-0.0050000000000000044,0.007953280771765325,0.0038512159935771627,-0.02124772892332008,0.012156852287657166
SPY250703C00630000,2025-06-27 20:13:59+00:00,630.0,0.06,0.05,0.06,0.0,0.0,5853.0,4132,0.1025480371093749,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.024540221356797,2025-06-29 12:49:52.774721,6,6,1.416162593757561,0.009999999999999995,0.055,0.0049999999999999975,0.005250605303488094,0.002641882953114794,-0.014831233488894865,0.00841961801045325
SPY250703C00631000,2025-06-27 20:08:59+00:00,631.0,0.04,0.03,0.04,-0.01,-20.0,318.0,52,0.1015714843749999,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0261664756764106,2025-06-29 12:49:52.774721,6,6,6.0,0.010000000000000002,0.035,0.0049999999999999975,0.0029274207538420257,0.0015805190986417212,-0.008691760461913388,0.004989109219543305
SPY250703C00632000,2025-06-27 20:14:36+00:00,632.0,0.03,0.02,0.03,0.0,0.0,565.0,34,0.1035245898437499,False,REGULAR,USD,SPY,2025-07-03,3,614.9099731445312,1.0277927299960248,2025-06-29 12:49:52.774721,6,6,16.142857142857142,0.009999999999999998,0.025,0.0049999999999999975,0.002037116101012371,0.0011170752961613432,-0.006372239035616736,0.003593994681905797
