contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,expiry,days_to_expiry,spot_price,moneyness,date_collected,day_of_week,month,volume_oi_ratio,bid_ask_spread,mid_price,last_mid_diff,delta,gamma,theta,vega
QQQ250630C00519000,2025-06-27 19:45:27+00:00,519.0,28.27,26.87,30.78,1.5100002,5.642751,2.0,801,0.6550327465820314,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9469247287304868,2025-06-29 12:49:54.076490,6,6,0.0024937655860349127,3.91,28.825000000000003,-0.5550000000000033,0.0,0.0,0.0,0.0
QQQ250630C00520000,2025-06-27 19:57:36+00:00,520.0,28.41,25.87,29.73,1.4899998,5.5349174,138.0,3302,0.632938240966797,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9487492465122412,2025-06-29 12:49:54.076490,6,6,0.04178019981834696,3.8599999999999994,27.8,0.6099999999999994,0.0,0.0,0.0,0.0
QQQ250630C00521000,2025-06-27 20:07:21+00:00,521.0,27.83,24.87,28.77,3.1800003,12.90061,55.0,775,0.6213416772460938,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9505737642939954,2025-06-29 12:49:54.076490,6,6,0.07087628865979381,3.8999999999999986,26.82,1.009999999999998,0.0,0.0,0.0,0.0
QQQ250630C00522000,2025-06-27 19:41:49+00:00,522.0,24.82,23.87,27.74,1.6399994,7.075062,16.0,627,0.6015664843750002,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9523982820757498,2025-06-29 12:49:54.076490,6,6,0.025477707006369428,3.8699999999999974,25.805,-0.9849999999999994,0.0,0.0,0.0,0.0
QQQ250630C00523000,2025-06-27 19:46:48+00:00,523.0,24.06,22.88,26.79,2.3099995,10.6206875,5.0,755,0.5908244042968751,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.954222799857504,2025-06-29 12:49:54.076490,6,6,0.006613756613756613,3.91,24.835,-0.7750000000000021,0.0,0.0,0.0,0.0
QQQ250630C00524000,2025-06-27 20:03:34+00:00,524.0,22.86,21.88,25.78,2.4000015,11.730213,111.0,1709,0.5732464550781251,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9560473176392584,2025-06-29 12:49:54.076490,6,6,0.06491228070175438,3.900000000000002,23.83,-0.9699999999999989,0.0,0.0,0.0,0.0
QQQ250630C00525000,2025-06-27 20:12:23+00:00,525.0,23.14,20.88,24.72,1.1899986,5.421406,89.0,6060,0.5500533276367189,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9578718354210128,2025-06-29 12:49:54.076490,6,6,0.014684045537040093,3.84,22.799999999999997,0.3400000000000034,0.0,0.0,0.0,0.0
QQQ250630C00526000,2025-06-27 20:07:56+00:00,526.0,21.68,19.88,23.75,1.3800011,6.7980347,28.0,880,0.5366257275390626,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.959696353202767,2025-06-29 12:49:54.076490,6,6,0.03178206583427923,3.870000000000001,21.814999999999998,-0.134999999999998,0.0,0.0,0.0,0.0
QQQ250630C00527000,2025-06-27 19:29:21+00:00,527.0,19.19,18.88,22.72,-0.3199997,-1.640183,13.0,843,0.5167284655761719,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9615208709845212,2025-06-29 12:49:54.076490,6,6,0.015402843601895734,3.84,20.799999999999997,-1.6099999999999959,0.0,0.0,0.0,0.0
QQQ250630C00528000,2025-06-27 20:10:34+00:00,528.0,19.78,17.88,21.73,1.3000011,7.0346384,84.0,689,0.5009815527343751,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9633453887662756,2025-06-29 12:49:54.076490,6,6,0.12173913043478261,3.8500000000000014,19.805,-0.02499999999999858,0.0,0.0,0.0,0.0
QQQ250630C00529000,2025-06-27 19:43:46+00:00,529.0,18.04,16.89,20.5,0.5400009,3.0857196,63.0,1008,0.4597221997070312,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.96516990654803,2025-06-29 12:49:54.076490,6,6,0.062438057482656094,3.6099999999999994,18.695,-0.6550000000000011,0.0,0.0,0.0,0.0
QQQ250630C00530000,2025-06-27 20:03:12+00:00,530.0,18.08,15.89,19.74,1.8899994,11.673868,840.0,19211,0.4680228979492187,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9669944243297842,2025-06-29 12:49:54.076490,6,6,0.04372267332916927,3.849999999999998,17.814999999999998,0.26500000000000057,0.0,0.0,0.0,0.0
QQQ250630C00531000,2025-06-27 19:54:40+00:00,531.0,17.0,14.9,18.79,1.8900003,12.508275,36.0,1044,0.4555718505859375,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9688189421115384,2025-06-29 12:49:54.076490,6,6,0.03444976076555024,3.889999999999999,16.845,0.15500000000000114,0.0,0.0,0.0,0.0
QQQ250630C00532000,2025-06-27 20:07:56+00:00,532.0,15.87,13.91,17.82,1.6300001,11.4466305,261.0,468,0.4410456286621094,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9706434598932928,2025-06-29 12:49:54.076490,6,6,0.5565031982942431,3.91,15.865,0.004999999999999005,0.0,0.0,0.0,0.0
QQQ250630C00533000,2025-06-27 20:12:39+00:00,533.0,15.07,12.92,16.82,1.8800001,14.253223,46.0,984,0.4233456103515625,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9724679776750472,2025-06-29 12:49:54.076490,6,6,0.046700507614213196,3.9000000000000004,14.870000000000001,0.1999999999999993,0.0,0.0,0.0,0.0
QQQ250630C00534000,2025-06-27 20:07:56+00:00,534.0,14.03,11.93,15.88,1.3199997,10.385521,191.0,1130,0.4108945629882812,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9742924954568016,2025-06-29 12:49:54.076490,6,6,0.16887709991158267,3.950000000000001,13.905000000000001,0.12499999999999822,0.0,0.0,0.0,0.0
QQQ250630C00535000,2025-06-27 20:00:29+00:00,535.0,13.0,10.94,15.12,1.5799999,13.835377,363.0,13521,0.4135800830078124,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9761170132385558,2025-06-29 12:49:54.076490,6,6,0.026845141251294186,4.18,13.03,-0.02999999999999936,0.0,0.0,0.0,0.0
QQQ250630C00536000,2025-06-27 20:00:41+00:00,536.0,11.89,9.95,14.13,1.1800003,11.017743,201.0,438,0.395513857421875,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.97794153102031,2025-06-29 12:49:54.076490,6,6,0.45785876993166286,4.1800000000000015,12.04,-0.14999999999999858,0.0,0.0,0.0,0.0
QQQ250630C00537000,2025-06-27 20:13:28+00:00,537.0,11.12,8.97,13.16,1.9300003,21.001093,435.0,545,0.3789124609375,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9797660488020644,2025-06-29 12:49:54.076490,6,6,0.7967032967032966,4.1899999999999995,11.065000000000001,0.05499999999999794,0.0,0.0,0.0,0.0
QQQ250630C00538000,2025-06-27 20:09:27+00:00,538.0,10.2,8.0,12.19,1.4799995,16.972471,463.0,1180,0.3618227880859375,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9815905665838188,2025-06-29 12:49:54.076490,6,6,0.3920406435224386,4.1899999999999995,10.094999999999999,0.10500000000000043,0.0,0.0,0.0,0.0
QQQ250630C00539000,2025-06-27 20:05:26+00:00,539.0,8.97,7.04,11.19,1.19,15.29563,829.0,1323,0.3419255261230468,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.983415084365573,2025-06-29 12:49:54.076490,6,6,0.6261329305135952,4.1499999999999995,9.115,-0.14499999999999957,0.0,0.0,0.0,0.0
QQQ250630C00540000,2025-06-27 20:12:56+00:00,540.0,8.5,6.1,8.75,1.5999999,23.188404,1639.0,27761,0.1994708959960937,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9852396021473272,2025-06-29 12:49:54.076490,6,6,0.059037533318925146,2.6500000000000004,7.425,1.0750000000000002,0.0,0.0,0.0,0.0
QQQ250630C00541000,2025-06-27 20:07:34+00:00,541.0,7.02,5.41,9.18,0.98,16.225166,664.0,811,0.3002999658203125,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9870641199290816,2025-06-29 12:49:54.076490,6,6,0.8177339901477833,3.7699999999999996,7.295,-0.27500000000000036,0.0,0.0,0.0,0.0
QQQ250630C00542000,2025-06-27 20:13:53+00:00,542.0,6.45,4.28,8.0,1.1399999,21.468924,1532.0,1251,0.2661206201171875,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.988888637710836,2025-06-29 12:49:54.076490,6,6,1.2236421725239617,3.7199999999999998,6.140000000000001,0.3099999999999996,0.0,0.0,0.0,0.0
QQQ250630C00543000,2025-06-27 20:13:37+00:00,543.0,5.53,3.41,5.88,0.98,21.538462,2815.0,1566,0.1596763720703125,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9907131554925904,2025-06-29 12:49:54.076490,6,6,1.7964262922782386,2.4699999999999998,4.645,0.8850000000000007,0.0,0.0,0.0,0.0
QQQ250630C00544000,2025-06-27 20:13:00+00:00,544.0,4.75,3.06,4.7,0.9000001,23.376625,4123.0,1767,0.1261073718261718,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9925376732743446,2025-06-29 12:49:54.076490,6,6,2.3320135746606336,1.6400000000000001,3.88,0.8700000000000001,0.0,0.0,0.0,0.0
QQQ250630C00545000,2025-06-27 20:14:20+00:00,545.0,3.63,3.62,4.3,0.42000008,13.084115,12730.0,8234,0.1518639501953125,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9943621910560988,2025-06-29 12:49:54.076490,6,6,1.545840922890103,0.6799999999999997,3.96,-0.33000000000000007,0.0,0.0,0.0,0.0
QQQ250630C00546000,2025-06-27 20:14:46+00:00,546.0,3.1,3.12,3.21,0.43999982,16.541346,19225.0,1929,0.1232997827148437,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9961867088378532,2025-06-29 12:49:54.076490,6,6,9.961139896373057,0.08999999999999986,3.165,-0.06499999999999995,0.0,0.0,0.0,0.0
QQQ250630C00547000,2025-06-27 20:14:46+00:00,547.0,2.47,2.45,2.52,0.35000014,16.509441,29013.0,1366,0.1191494335937499,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9980112266196076,2025-06-29 12:49:54.076490,6,6,21.22384784198976,0.06999999999999984,2.4850000000000003,-0.015000000000000124,0.0,0.0,0.0,0.0
QQQ250630C00548000,2025-06-27 20:14:57+00:00,548.0,1.96,1.86,1.9,0.26999998,15.976329,37651.0,1223,0.1146328771972656,True,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,0.9998357444013618,2025-06-29 12:49:54.076490,6,6,30.76062091503268,0.039999999999999813,1.88,0.08000000000000007,0.0,0.0,0.0,0.0
QQQ250630C00549000,2025-06-27 20:14:56+00:00,549.0,1.36,1.34,1.38,0.029999971,2.255637,51758.0,829,0.1109708044433593,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.001660262183116,2025-06-29 12:49:54.076490,6,6,62.35903614457831,0.039999999999999813,1.3599999999999999,2.220446049250313e-16,0.0,0.0,0.0,0.0
QQQ250630C00550000,2025-06-27 20:14:59+00:00,550.0,0.94,0.93,0.95,-0.06999999,-6.9306927,60454.0,11759,0.1073087316894531,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0034847799648705,2025-06-29 12:49:54.076490,6,6,5.140646258503401,0.019999999999999907,0.94,0.0,0.0,0.0,0.0,0.0
QQQ250630C00551000,2025-06-27 20:14:57+00:00,551.0,0.63,0.61,0.62,-0.120000005,-16.000002,16877.0,728,0.1042570043945312,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0053092977466247,2025-06-29 12:49:54.076490,6,6,23.150891632373114,0.010000000000000009,0.615,0.015000000000000013,0.0,0.0,0.0,0.0
QQQ250630C00552000,2025-06-27 20:14:49+00:00,552.0,0.39,0.4,0.41,-0.15000004,-27.777782,14088.0,400,0.1042570043945312,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.007133815528379,2025-06-29 12:49:54.076490,6,6,35.13216957605985,0.009999999999999953,0.405,-0.015000000000000013,0.0,0.0,0.0,0.0
QQQ250630C00553000,2025-06-27 20:14:58+00:00,553.0,0.26,0.25,0.26,-0.14000002,-35.000004,9654.0,398,0.1042570043945312,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0089583333101333,2025-06-29 12:49:54.076490,6,6,24.195488721804512,0.010000000000000009,0.255,0.0050000000000000044,0.0,0.0,0.0,0.0
QQQ250630C00554000,2025-06-27 20:14:58+00:00,554.0,0.16,0.15,0.16,-0.13,-44.827587,6415.0,585,0.1042570043945312,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0107828510918877,2025-06-29 12:49:54.076490,6,6,10.947098976109215,0.010000000000000009,0.155,0.0050000000000000044,0.0,0.0,0.0,0.0
QQQ250630C00555000,2025-06-27 20:14:43+00:00,555.0,0.1,0.09,0.1,-0.1,-50.0,9226.0,2450,0.1054776953125,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.012607368873642,2025-06-29 12:49:54.076490,6,6,3.7641778865769076,0.010000000000000009,0.095,0.0050000000000000044,0.0,0.0,0.0,0.0
QQQ250630C00556000,2025-06-27 20:14:32+00:00,556.0,0.07,0.06,0.07,-0.059999995,-46.153843,2565.0,402,0.1098721826171875,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0144318866553963,2025-06-29 12:49:54.076490,6,6,6.364764267990075,0.010000000000000009,0.065,0.0050000000000000044,0.0,0.0,0.0,0.0
QQQ250630C00557000,2025-06-27 20:14:44+00:00,557.0,0.05,0.04,0.05,-0.05,-50.0,2269.0,159,0.114266669921875,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0162564044371507,2025-06-29 12:49:54.076490,6,6,14.18125,0.010000000000000002,0.045,0.0050000000000000044,0.0,0.0,0.0,0.0
QQQ250630C00558000,2025-06-27 20:13:50+00:00,558.0,0.03,0.03,0.04,-0.03,-50.0,5628.0,646,0.1201259863281249,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.018080922218905,2025-06-29 12:49:54.076490,6,6,8.698608964451314,0.010000000000000002,0.035,-0.0050000000000000044,0.0,0.0,0.0,0.0
QQQ250630C00559000,2025-06-27 20:14:35+00:00,559.0,0.02,0.02,0.03,-0.05,-71.42857,1104.0,105,0.12500875,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0199054400006593,2025-06-29 12:49:54.076490,6,6,10.415094339622641,0.009999999999999998,0.025,-0.005000000000000001,0.0,0.0,0.0,0.0
QQQ250630C00560000,2025-06-27 20:11:30+00:00,560.0,0.02,0.01,0.02,-0.02,-50.0,3224.0,6018,0.12696185546875,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0217299577824135,2025-06-29 12:49:54.076490,6,6,0.5356371490280778,0.01,0.015,0.005000000000000001,0.0,0.0,0.0,0.0
QQQ250630C00561000,2025-06-27 19:59:53+00:00,561.0,0.02,0.01,0.02,-0.030000001,-60.000004,356.0,54,0.1367273828125,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.023554475564168,2025-06-29 12:49:54.076490,6,6,6.472727272727273,0.01,0.015,0.005000000000000001,0.0,0.0,0.0,0.0
QQQ250630C00562000,2025-06-27 20:01:04+00:00,562.0,0.01,0.01,0.02,-0.03,-75.0,233.0,133,0.1445398046875,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.025378993345922,2025-06-29 12:49:54.076490,6,6,1.7388059701492538,0.01,0.015,-0.004999999999999999,0.0,0.0,0.0,0.0
QQQ250630C00563000,2025-06-27 19:26:27+00:00,563.0,0.02,0.01,0.02,0.0,0.0,151.0,164,0.15430533203125,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0272035111276765,2025-06-29 12:49:54.076490,6,6,0.9151515151515152,0.01,0.015,0.005000000000000001,0.0,0.0,0.0,0.0
QQQ250630C00564000,2025-06-27 20:11:38+00:00,564.0,0.01,0.0,0.01,-0.01,-50.0,991.0,21,0.15039912109375,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.029028028909431,2025-06-29 12:49:54.076490,6,6,45.04545454545455,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00565000,2025-06-27 19:58:04+00:00,565.0,0.01,0.0,0.01,-0.01,-50.0,431.0,820,0.1601646484375,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.030852546691185,2025-06-29 12:49:54.076490,6,6,0.5249695493300852,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00566000,2025-06-27 19:28:51+00:00,566.0,0.01,0.0,0.01,-0.01,-50.0,109.0,66,0.1679770703125,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0326770644729395,2025-06-29 12:49:54.076490,6,6,1.626865671641791,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00567000,2025-06-27 18:45:22+00:00,567.0,0.01,0.0,0.01,-0.01,-50.0,816.0,48,0.1757894921875,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0345015822546937,2025-06-29 12:49:54.076490,6,6,16.653061224489797,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00568000,2025-06-27 18:17:07+00:00,568.0,0.01,0.0,0.01,0.0,0.0,733.0,32,0.1836019140624999,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.036326100036448,2025-06-29 12:49:54.076490,6,6,22.21212121212121,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00569000,2025-06-27 19:45:23+00:00,569.0,0.01,0.0,0.01,-0.02,-66.66667,118.0,12,0.1914143359375,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0381506178182025,2025-06-29 12:49:54.076490,6,6,9.076923076923077,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00570000,2025-06-27 18:24:19+00:00,570.0,0.01,0.0,0.01,-0.01,-50.0,14.0,2219,0.1992267578125,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0399751355999567,2025-06-29 12:49:54.076490,6,6,0.006306306306306306,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00571000,2025-06-26 16:29:55+00:00,571.0,0.01,0.0,0.01,0.0,0.0,43.0,64,0.2070391796874999,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0417996533817109,2025-06-29 12:49:54.076490,6,6,0.6615384615384615,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00572000,2025-06-24 15:17:22+00:00,572.0,0.02,0.0,0.01,0.0,0.0,42.0,48,0.2148516015625,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0436241711634653,2025-06-29 12:49:54.076490,6,6,0.8571428571428571,0.01,0.005,0.015,0.0,0.0,0.0,0.0
QQQ250630C00573000,2025-06-24 13:50:52+00:00,573.0,0.01,0.0,0.01,0.0,0.0,6.0,206,0.2226640234374999,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0454486889452197,2025-06-29 12:49:54.076490,6,6,0.028985507246376812,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00575000,2025-06-27 14:50:14+00:00,575.0,0.01,0.0,0.01,-0.01,-50.0,1.0,1359,0.2382888671874999,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0490977245087283,2025-06-29 12:49:54.076490,6,6,0.0007352941176470588,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00580000,2025-06-27 14:23:48+00:00,580.0,0.01,0.0,0.01,0.0,0.0,30.0,9621,0.2773509765624999,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0582203134174997,2025-06-29 12:49:54.076490,6,6,0.0031178549158179174,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00585000,2025-06-25 15:09:17+00:00,585.0,0.01,0.0,0.01,0.0,0.0,2.0,1487,0.3125068749999999,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0673429023262713,2025-06-29 12:49:54.076490,6,6,0.0013440860215053765,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00590000,2025-06-24 14:35:54+00:00,590.0,0.01,0.0,0.01,0.0,0.0,2.0,1038,0.3515689843749999,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0764654912350429,2025-06-29 12:49:54.076490,6,6,0.0019249278152069298,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00595000,2025-06-24 14:52:45+00:00,595.0,0.01,0.0,0.01,0.0,0.0,2.0,996,0.39063109375,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0855880801438145,2025-06-29 12:49:54.076490,6,6,0.0020060180541624875,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00600000,2025-06-27 19:54:40+00:00,600.0,0.01,0.0,0.01,-0.01,-50.0,22.0,3067,0.42188078125,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.0947106690525858,2025-06-29 12:49:54.076490,6,6,0.007170795306388526,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00605000,2025-06-27 17:25:14+00:00,605.0,0.01,0.0,0.01,0.0,0.0,2.0,387,0.460942890625,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.1038332579613577,2025-06-29 12:49:54.076490,6,6,0.005154639175257732,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00610000,2025-06-20 13:30:15+00:00,610.0,0.01,0.0,0.01,0.0,0.0,1.0,637,0.492192578125,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.112955846870129,2025-06-29 12:49:54.076490,6,6,0.001567398119122257,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00615000,2025-06-09 17:03:45+00:00,615.0,0.03,0.0,0.01,0.0,0.0,2.0,664,0.500005,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.1220784357789009,2025-06-29 12:49:54.076490,6,6,0.0030075187969924814,0.01,0.005,0.024999999999999998,0.0,0.0,0.0,0.0
QQQ250630C00620000,2025-06-03 16:11:51+00:00,620.0,0.03,0.0,0.01,0.0,0.0,1.0,1059,0.5312546875,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.1312010246876725,2025-06-29 12:49:54.076490,6,6,0.0009433962264150943,0.01,0.005,0.024999999999999998,0.0,0.0,0.0,0.0
QQQ250630C00625000,2025-06-06 18:15:15+00:00,625.0,0.02,0.0,0.01,0.0,0.0,11.0,304,0.5625043750000001,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.1403236135964436,2025-06-29 12:49:54.076490,6,6,0.036065573770491806,0.01,0.005,0.015,0.0,0.0,0.0,0.0
QQQ250630C00630000,2025-06-09 15:51:15+00:00,630.0,0.02,0.0,0.01,0.0,0.0,1.0,544,0.5937540625000001,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.1494462025052152,2025-06-29 12:49:54.076490,6,6,0.001834862385321101,0.01,0.005,0.015,0.0,0.0,0.0,0.0
QQQ250630C00635000,2025-06-05 14:49:58+00:00,635.0,0.03,0.0,0.01,0.0,0.0,1.0,494,0.6250037500000001,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.1585687914139868,2025-06-29 12:49:54.076490,6,6,0.00202020202020202,0.01,0.005,0.024999999999999998,0.0,0.0,0.0,0.0
QQQ250630C00640000,2025-05-15 15:56:20+00:00,640.0,0.1,0.0,0.01,0.0,0.0,1.0,37,0.6562534375000001,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.1676913803227584,2025-06-29 12:49:54.076490,6,6,0.02631578947368421,0.01,0.005,0.095,0.0,0.0,0.0,0.0
QQQ250630C00645000,2025-06-17 19:45:13+00:00,645.0,0.01,0.0,0.01,0.0,0.0,200.0,239,0.6875031250000001,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.1768139692315298,2025-06-29 12:49:54.076490,6,6,0.8333333333333334,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00650000,2025-05-22 13:56:27+00:00,650.0,0.03,0.0,0.01,0.0,0.0,50.0,203,0.7187528125,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.1859365581403014,2025-06-29 12:49:54.076490,6,6,0.24509803921568626,0.01,0.005,0.024999999999999998,0.0,0.0,0.0,0.0
QQQ250630C00655000,2025-06-04 17:25:32+00:00,655.0,0.01,0.0,0.01,0.0,0.0,80.0,42,0.7500025,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.195059147049073,2025-06-29 12:49:54.076490,6,6,1.8604651162790697,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00660000,2025-05-30 13:53:12+00:00,660.0,0.01,0.0,0.01,0.0,0.0,11.0,39,0.7656273437500001,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.2041817359578446,2025-06-29 12:49:54.076490,6,6,0.275,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00665000,2025-05-13 16:10:26+00:00,665.0,0.06,0.0,0.01,0.0,0.0,1.0,11,0.79687703125,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.2133043248666162,2025-06-29 12:49:54.076490,6,6,0.08333333333333333,0.01,0.005,0.055,0.0,0.0,0.0,0.0
QQQ250630C00670000,2025-05-21 17:37:00+00:00,670.0,0.03,0.0,0.01,0.0,0.0,1.0,70,0.8281267187499999,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.2224269137753876,2025-06-29 12:49:54.076490,6,6,0.014084507042253521,0.01,0.005,0.024999999999999998,0.0,0.0,0.0,0.0
QQQ250630C00675000,2025-03-31 15:42:19+00:00,675.0,0.04,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.2315495026841592,2025-06-29 12:49:54.076490,6,6,1.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
QQQ250630C00680000,2025-06-09 13:30:09+00:00,680.0,0.01,0.0,0.01,0.0,0.0,2.0,1706,0.87500125,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.2406720915929308,2025-06-29 12:49:54.076490,6,6,0.0011716461628588166,0.01,0.005,0.005,0.0,0.0,0.0,0.0
QQQ250630C00685000,2025-05-13 17:55:07+00:00,685.0,0.04,0.0,0.01,0.0,0.0,17.0,19,0.9062509375,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.2497946805017024,2025-06-29 12:49:54.076490,6,6,0.85,0.01,0.005,0.035,0.0,0.0,0.0,0.0
QQQ250630C00690000,2025-06-06 15:19:09+00:00,690.0,0.01,0.0,0.01,0.0,0.0,1.0,706,0.937500625,False,REGULAR,USD,QQQ,2025-06-30,0,548.0900268554688,1.2589172694104738,2025-06-29 12:49:54.076490,6,6,0.0014144271570014145,0.01,0.005,0.005,0.0,0.0,0.0,0.0
