contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,expiry,days_to_expiry,spot_price,moneyness,date_collected,bs_price,simulated_pnl_expiry,mc_price,bs_diff,mc_diff,bs_vs_mc,label,predicted_proba,delta,gamma,theta,iv_smoothed_5d,log_return,hist_vol_20d,moneyness_class,day_of_week,month,volume_oi_ratio,bid_ask_spread,mid_price,last_mid_diff,vega,daily_sentiment_score
QQQ250703C00518000,2025-06-27 17:19:46+00:00,518.0,31.62,28.32,32.28,7.950001,33.586823,41.0,77,0.460942890625,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9451002109487324,2025-06-29 12:49:54.505794,31.191698538926232,2.409906444193709,30.72990644419371,0.42830146107376876,0.8900935558062919,0.46179209473252314,1,0.9999373467203209,0.9164998956650867,0.006703750497355915,-0.6506674820985583,0.4402155588378906,0.0,0.0,OTM,6,6,0.5256410256410257,3.960000000000001,30.3,1.3200000000000003,0.0762951889195218,0
QQQ250703C00519000,2025-06-26 16:09:45+00:00,519.0,26.87,27.33,31.21,0.0,0.0,1.0,53,0.4454401159667969,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9469247287304868,2025-06-29 12:49:54.505794,30.16378240373922,2.387780132300943,29.71778013230094,-3.2937824037392183,-2.84778013230094,0.4460022714382781,0,0.00022678354369749793,0.9163319107641208,0.006947546841453488,-0.6319385764900248,0.46431199755859376,0.0,0.0,OTM,6,6,0.018518518518518517,3.8800000000000026,29.27,-2.3999999999999986,0.07641049264701696,0
QQQ250703C00520000,2025-06-27 19:55:17+00:00,520.0,28.57,26.34,30.32,1.2999992,4.7671404,43.0,518,0.4421442504882812,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9487492465122412,2025-06-29 12:49:54.505794,29.231468835304725,2.4509312195902275,28.790931219590227,-0.6614688353047242,-0.2209312195902271,0.4405376157144971,1,0.9995214495462594,0.9103292654968761,0.007371361945697562,-0.6573466191386405,0.4567193000488281,0.0,0.0,OTM,6,6,0.08285163776493257,3.9800000000000004,28.33,0.240000000000002,0.08047183557829753,0
QQQ250703C00521000,2025-06-27 19:53:06+00:00,521.0,27.01,25.35,29.46,3.3899994,14.3522415,13.0,151,0.4405573522949219,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9505737642939954,2025-06-29 12:49:54.505794,28.318792732423162,2.532567226989322,27.882567226989323,-1.3087927324231607,-0.8725672269893217,0.4362255054338391,1,0.9995261681025882,0.9030925502240615,0.007834564411713386,-0.6896754216149101,0.4507867421875,0.0,0.0,ATM,6,6,0.08552631578947369,4.109999999999999,27.405,-0.3949999999999996,0.0852215636538544,0
QQQ250703C00522000,2025-06-27 19:18:14+00:00,522.0,24.6,24.37,28.3,2.1800003,9.723462,2.0,105,0.4190731921386719,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9523982820757498,2025-06-29 12:49:54.505794,27.24023465099708,2.4547859498792697,26.82478594987927,-2.6402346509970798,-2.2247859498792693,0.4154487011178105,1,0.9869855552546032,0.9054962899954108,0.008085405046473326,-0.6485896512348917,0.44163156030273437,0.0,0.0,ATM,6,6,0.018867924528301886,3.9299999999999997,26.335,-1.7349999999999994,0.08366115401730663,0
QQQ250703C00522500,2025-06-27 13:49:00+00:00,522.5,26.19,23.87,27.8,15.070001,135.52159,1.0,286,0.4135800830078124,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9533105409666268,2025-06-29 12:49:54.505794,26.745092660105172,2.465658621039818,26.33565862103982,-0.5550926601051707,-0.14565862103981786,0.4094340390653528,1,0.9997990782922306,0.9040419694727138,0.008285444428467539,-0.64741044446372,0.43215899877929687,0.0,0.0,ATM,6,6,0.003484320557491289,3.9299999999999997,25.835,0.3550000000000004,0.08460725682488665,0
QQQ250703C00523000,2025-06-27 17:29:53+00:00,523.0,26.75,23.38,27.32,2.7000008,11.226615,11.0,222,0.4094297338867187,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.954222799857504,2025-06-29 12:49:54.505794,26.261677360728072,2.477043160329494,25.857043160329493,0.488322639271928,0.8929568396705072,0.4046342003985792,1,0.9999510363597035,0.901823768691378,0.008511006728121705,-0.6512237425804217,0.4249569223632812,0.0,0.0,ATM,6,6,0.04932735426008968,3.9400000000000013,25.35,1.3999999999999986,0.08603843506337876,0
QQQ250703C00524000,2025-06-27 19:50:30+00:00,524.0,24.28,22.4,26.35,1.2300014,5.336232,24.0,294,0.40039662109375,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9560473176392584,2025-06-29 12:49:54.505794,25.290003948811545,2.4957260508287717,24.89572605082877,-1.0100039488115442,-0.6157260508287692,0.394277897982775,1,0.9995511274078712,0.8975492887136752,0.00897797792012641,-0.6562223761902911,0.41660739648437495,0.0,0.0,ATM,6,6,0.08135593220338982,3.950000000000003,24.375,-0.09499999999999886,0.0887566958579133,0
QQQ250703C00525000,2025-06-27 20:00:56+00:00,525.0,23.36,21.41,25.37,1.2000008,5.415166,198.0,648,0.3905090246582031,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9578718354210128,2025-06-29 12:49:54.505794,24.312475546194776,2.5191356488302326,23.929135648830233,-0.9524755461947763,-0.5691356488302333,0.383339897364543,1,0.9994849275279447,0.8934428997028703,0.009471165556135681,-0.6581057707820194,0.4065977309570313,0.0,0.0,ATM,6,6,0.3050847457627119,3.960000000000001,23.39,-0.030000000000001137,0.09132016606345628,0
QQQ250703C00526000,2025-06-27 18:30:07+00:00,526.0,21.08,20.43,24.43,2.3199997,12.366735,13.0,241,0.3829407409667968,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.959696353202767,2025-06-29 12:49:54.505794,23.358522480761224,2.554074222237734,22.984074222237734,-2.278522480761225,-1.9040742222377354,0.37444825852348984,1,0.998930018557011,0.8876545236619078,0.010032363683645943,-0.6688529183465182,0.39937124072265623,0.0,0.0,ATM,6,6,0.05371900826446281,4.0,22.43,-1.3500000000000014,0.09485648561765127,0
QQQ250703C00527000,2025-06-27 19:46:24+00:00,527.0,20.93,19.45,23.46,0.9899998,4.9648933,90.0,340,0.3735414208984374,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9615208709845212,2025-06-29 12:49:54.505794,22.389962428889817,2.57601373934682,22.02601373934682,-1.459962428889817,-1.0960137393468194,0.3639486895429975,1,0.9994186426312924,0.882534404170199,0.01061606990122807,-0.6727624077983693,0.3913635083007812,0.0,0.0,ATM,6,6,0.26392961876832843,4.010000000000002,21.455,-0.5249999999999986,0.09791173029068373,0
QQQ250703C00527500,2025-06-27 19:40:04+00:00,527.5,20.21,18.97,22.99,3.6299992,21.893843,16.0,320,0.3695131408691406,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9624331298753984,2025-06-29 12:49:54.505794,21.913258591850592,2.5838976026262976,21.553897602626297,-1.7032585918505916,-1.3438976026262957,0.35936098922429593,1,0.9996060575112893,0.8794064945896753,0.010932799210753177,-0.6773128271900537,0.3833801896972656,0.0,0.0,ATM,6,6,0.04984423676012461,4.02,20.979999999999997,-0.769999999999996,0.09974553159464775,0
QQQ250703C00528000,2025-06-27 19:18:20+00:00,528.0,18.83,18.48,22.51,-0.15999985,-0.8425479,27.0,718,0.3649965844726562,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9633453887662756,2025-06-29 12:49:54.505794,21.43246744988039,2.598034792086697,21.078034792086697,-2.6024674498803932,-2.248034792086699,0.35443265779369426,1,0.9930931783564358,0.8764628249356783,0.011257127529069043,-0.6800130512492704,0.3763001823730468,0.0,0.0,ATM,6,6,0.037552155771905425,4.030000000000001,20.495,-1.6650000000000027,0.10144918820298043,0
QQQ250703C00529000,2025-06-27 19:57:49+00:00,529.0,19.89,17.52,21.58,1.289999,6.9354787,62.0,509,0.3574893353271484,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.96516990654803,2025-06-29 12:49:54.505794,20.489193751432765,2.6227694498793035,20.142769449879303,-0.5991937514327645,-0.2527694498793025,0.34642430155346204,1,0.9995638239567864,0.8692222691916631,0.011958194905585378,-0.6913423754093008,0.36969624450683586,0.0,0.0,ATM,6,6,0.12156862745098039,4.059999999999999,19.549999999999997,0.3400000000000034,0.10555064890637145,0
QQQ250703C00530000,2025-06-27 19:55:17+00:00,530.0,18.65,16.55,20.64,1.7299995,10.224584,326.0,1683,0.3491276025390625,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9669944243297842,2025-06-29 12:49:54.505794,19.541046984436946,2.653529306929606,19.203529306929607,-0.8910469844369473,-0.5535293069296081,0.3375176775073392,1,0.9995095943783807,0.8619621950920482,0.012707389651264153,-0.6994305835178171,0.362933616821289,0.0,0.0,ATM,6,6,0.19358669833729217,4.09,18.595,0.054999999999999716,0.10953999650437701,0
QQQ250703C00531000,2025-06-27 19:57:41+00:00,531.0,18.05,15.6,19.71,1.289999,7.696892,43.0,680,0.3411931115722656,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9688189421115384,2025-06-29 12:49:54.505794,18.60198994551041,2.672743588561845,18.272743588561845,-0.5519899455104103,-0.22274358856184406,0.3292463569485662,1,0.9995657334261271,0.8537926266828568,0.013518935081470479,-0.7091807228016545,0.35646395495605465,0.0,0.0,ATM,6,6,0.0631424375917768,4.110000000000001,17.655,0.3949999999999996,0.11388720287787547,0
QQQ250703C00532000,2025-06-27 19:49:28+00:00,532.0,16.09,14.65,18.8,0.6999998,4.5484066,54.0,463,0.33399103515625,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9706434598932928,2025-06-29 12:49:54.505794,17.67670238735394,2.7050542280262686,17.35505422802627,-1.5867023873539416,-1.265054228026269,0.32164815932767254,1,0.9995057131048029,0.8444091414549035,0.014394325692455585,-0.7217346384509005,0.34935953381347656,0.0,0.0,ATM,6,6,0.11637931034482758,4.15,16.725,-0.6350000000000016,0.1187020787082724,0
QQQ250703C00532500,2025-06-27 14:20:28+00:00,532.5,17.81,14.19,18.35,2.6699991,17.635397,8.0,656,0.3304510314941405,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.97155571878417,2025-06-29 12:49:54.505794,17.21714565097875,2.709479972643825,16.899479972643825,0.5928543490212483,0.9105200273561742,0.31766567833492587,1,0.9999515416798813,0.8393805472124252,0.014855477611367343,-0.7282097691918119,0.3424504232177734,0.0,0.0,ATM,6,6,0.0121765601217656,4.160000000000002,16.27,1.5399999999999991,0.12120650278534015,0
QQQ250703C00533000,2025-06-27 19:47:58+00:00,533.0,15.42,13.72,17.71,0.71000004,4.8266487,112.0,464,0.3170234313964843,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9724679776750472,2025-06-29 12:49:54.505794,16.638651925071258,2.613812344796182,16.333812344796183,-1.2186519250712582,-0.9138123447961828,0.3048395802750754,1,0.9994770830958069,0.8413521259694194,0.01536003204342577,-0.696156398621649,0.3343572424316406,0.0,0.0,ATM,6,6,0.24086021505376345,3.99,15.715,-0.29499999999999993,0.12023078249611391,0
QQQ250703C00534000,2025-06-27 18:48:00+00:00,534.0,13.19,12.8,16.84,-0.3000002,-2.223871,46.0,1547,0.3114692877197265,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9742924954568016,2025-06-29 12:49:54.505794,15.74239158577734,2.6445769758528996,15.4445769758529,-2.5523915857773414,-2.254576975852901,0.29781460992444053,1,0.9931057071464992,0.8291915275018551,0.016400261977344986,-0.7148298067747703,0.32682557946777335,0.0,0.0,ATM,6,6,0.029715762273901807,4.039999999999999,14.82,-1.6300000000000008,0.1261241361747483,0
QQQ250703C00535000,2025-06-27 19:58:40+00:00,535.0,14.16,11.88,15.92,1.71,13.73494,307.0,1719,0.3029854858398437,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9761170132385558,2025-06-29 12:49:54.505794,14.817097509272742,2.64911266627778,14.529112666277781,-0.6570975092727416,-0.36911266627778083,0.28798484299496074,1,0.9995433515568423,0.8182490289697973,0.017535211754522016,-0.7218283783601253,0.31918405432128905,0.0,0.0,ATM,6,6,0.17848837209302326,4.039999999999999,13.9,0.2599999999999998,0.13117921538784386,0
QQQ250703C00536000,2025-06-27 20:14:10+00:00,536.0,13.11,10.98,15.0,0.8800001,7.195422,152.0,430,0.2941965112304687,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.97794153102031,2025-06-29 12:49:54.505794,13.894786558823398,2.6374752993801955,13.617475299380196,-0.7847865588233987,-0.5074752993801965,0.2773112594432021,1,0.9995140714057587,0.8064905949004068,0.018772312868173362,-0.7272599570813314,0.3112251495361328,0.0,0.0,ATM,6,6,0.35266821345707655,4.02,12.99,0.11999999999999922,0.13636015668632898,0
QQQ250703C00537000,2025-06-27 19:53:30+00:00,537.0,11.93,12.01,14.17,0.49000072,4.283223,68.0,331,0.2893137475585937,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9797660488020644,2025-06-29 12:49:54.505794,13.03583089246058,0.7565043945394869,12.766504394539487,-1.105830892460581,-0.836504394539487,0.2693264979210941,0,0.04708599542669813,0.7904908799757286,0.020019958858631587,-0.7471411739883776,0.3029976927490234,0.0,0.0,ATM,6,6,0.20481927710843373,2.16,13.09,-1.1600000000000001,0.14300935275385132,0
QQQ250703C00537500,2025-06-27 19:54:00+00:00,537.5,11.37,9.66,13.85,0.39000034,3.5519156,6.0,240,0.2910837493896483,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9806783076929416,2025-06-29 12:49:54.505794,12.673268980710304,2.7451957850681197,12.40519578506812,-1.303268980710305,-1.0351957850681206,0.26807319564218446,1,0.9993914666141528,0.7787876654626252,0.020535829754550584,-0.7727624886267425,0.29780975634765616,0.0,0.0,ATM,6,6,0.024896265560165973,4.1899999999999995,11.754999999999999,-0.3849999999999998,0.1475918597622803,0
QQQ250703C00538000,2025-06-27 20:13:32+00:00,538.0,11.43,9.23,13.42,1.1700001,11.403509,122.0,618,0.2875437457275389,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9815905665838188,2025-06-29 12:49:54.505794,12.237206733980486,2.744690651093755,11.974690651093756,-0.807206733980486,-0.5446906510937559,0.2625160828867301,1,0.9995647484017744,0.7708264111434053,0.02120922164729393,-0.7778261955444985,0.2930246479492187,0.0,0.0,ATM,6,6,0.19709208400646203,4.1899999999999995,11.325,0.10500000000000043,0.15057776479913837,0
QQQ250703C00539000,2025-06-27 19:30:40+00:00,539.0,9.5,8.38,12.56,0.27999973,3.0368733,60.0,253,0.280158565673828,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.983415084365573,2025-06-29 12:49:54.505794,11.36957664306226,2.7375308419727666,11.117530841972767,-1.8695766430622598,-1.6175308419727674,0.25204580108949237,1,0.9988848075272786,0.7540619384402625,0.022628483249263007,-0.7859349472550557,0.2884592639160155,0.0,0.0,ATM,6,6,0.23622047244094488,4.18,10.47,-0.9700000000000006,0.1565278210631652,0
QQQ250703C00540000,2025-06-27 20:12:30+00:00,540.0,9.7,9.31,11.73,0.97999954,11.238526,2043.0,13353,0.2735668347167969,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9852396021473272,2025-06-29 12:49:54.505794,10.528041112730762,0.974606695561798,10.284606695561799,-0.8280411127307623,-0.5846066955617992,0.24343441716896308,1,0.9980971543291394,0.7351776250834383,0.024087487010069217,-0.7955768874533709,0.2843333286132811,0.0,0.0,ATM,6,6,0.1529878688033548,2.42,10.52,-0.8200000000000003,0.16269984099116055,0
QQQ250703C00541000,2025-06-27 20:07:53+00:00,541.0,8.99,6.74,9.51,1.1699996,14.961632,173.0,1286,0.2051471087646484,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9870641199290816,2025-06-29 12:49:54.505794,8.7054642586549,1.7791435268970108,8.519143526897011,0.28453574134510085,0.47085647310298917,0.18632073175788832,1,0.999924549261307,0.767752169536422,0.029949952372595047,-0.5751409390113295,0.2675000008544921,0.0,0.0,ATM,6,6,0.13442113442113443,2.7699999999999996,8.125,0.8650000000000002,0.15170284526343955,0
QQQ250703C00542000,2025-06-27 19:58:31+00:00,542.0,8.15,6.1,9.5,1.0199995,14.305743,704.0,1249,0.2344436907958984,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.988888637710836,2025-06-29 12:49:54.505794,8.446733616471647,2.1405653568658813,8.240565356865881,-0.29673361647164676,-0.09056535686588063,0.20616825960576612,1,0.9995699136449446,0.7107794162714657,0.02934666205546458,-0.7159774883538748,0.2561719891357421,0.0,0.0,ATM,6,6,0.5632,3.4000000000000004,7.8,0.35000000000000053,0.16987499237190096,0
QQQ250703C00542500,2025-06-27 19:53:03+00:00,542.5,7.38,5.57,9.76,0.52,7.5801744,154.0,349,0.2588575091552735,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9898008966017132,2025-06-29 12:49:54.505794,8.5284442327399,2.734926997001354,8.304926997001354,-1.1484442327399007,-0.9249269970013545,0.2235172357385462,1,0.9993919367743601,0.6794188114271795,0.02782360219481999,-0.8170558283914876,0.250434741821289,0.0,0.0,ATM,6,6,0.44,4.1899999999999995,7.665,-0.28500000000000014,0.17783052590728363,0
QQQ250703C00543000,2025-06-27 20:11:50+00:00,543.0,7.36,7.01,9.39,0.96000004,15.000001,1879.0,1463,0.2564161273193359,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9907131554925904,2025-06-29 12:49:54.505794,8.152517200206319,0.9223860067049108,7.932386006704911,-0.7925172002063183,-0.5723860067049102,0.22013119350140808,1,0.988366360276525,0.666642423378023,0.028538073051468067,-0.8210756477287807,0.24568625415039064,0.0,0.0,ATM,6,6,1.2834699453551912,2.380000000000001,8.2,-0.839999999999999,0.18067670909489608,0
QQQ250703C00544000,2025-06-27 19:59:34+00:00,544.0,6.8,6.51,6.61,1.0700002,18.67365,645.0,1015,0.1668784484863281,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9925376732743446,2025-06-29 12:49:54.505794,5.89121279446573,-0.7645253688584956,5.745474631141504,0.9087872055342698,1.0545253688584957,0.14573816332422584,1,0.996833062936602,0.7018813762159806,0.04181081679175551,-0.5310392788199289,0.22434857690429685,0.0,0.0,ATM,6,6,0.6348425196850394,0.10000000000000053,6.5600000000000005,0.23999999999999932,0.17227453829543948,0
QQQ250703C00545000,2025-06-27 20:14:46+00:00,545.0,5.85,5.82,5.91,0.6500001,12.500003,5865.0,14232,0.1639487902832031,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9943621910560988,2025-06-29 12:49:54.505794,5.163161956875854,-0.796687029306856,5.023312970693144,0.6868380431241459,0.8266870293068553,0.13984898618270947,1,0.9862339316818944,0.6610967698214992,0.044921570481080475,-0.5458093092122716,0.2161089132080078,0.0,0.0,ATM,6,6,0.4120705402936837,0.08999999999999986,5.865,-0.015000000000000568,0.1818424763743637,0
QQQ250703C00546000,2025-06-27 20:04:41+00:00,546.0,5.2,5.17,5.24,0.5499997,11.8279505,2008.0,1173,0.1608970629882812,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9961867088378532,2025-06-29 12:49:54.505794,4.472918038589171,-0.8303268922859299,4.33967310771407,0.7270819614108293,0.8603268922859302,0.13324493087510092,1,0.9714988017399704,0.6169139477569597,0.04774102499744214,-0.5542969619003663,0.20139958764648433,0.0,0.0,ATM,6,6,1.7103918228279387,0.07000000000000028,5.205,-0.004999999999999893,0.18965838372680724,0
QQQ250703C00547000,2025-06-27 20:13:30+00:00,547.0,4.55,4.55,4.61,0.4500003,10.975617,5884.0,1173,0.1580894738769531,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9980112266196076,2025-06-29 12:49:54.505794,3.831302517173185,-0.8461529300265833,3.7038470699734165,0.7186974828268147,0.8461529300265833,0.12745544719976865,0,0.10529401138325702,0.5693576802166485,0.050016200390746036,-0.5566189624855211,0.18124598059082028,0.0,0.0,ATM,6,6,5.0119250425894375,0.0600000000000005,4.58,-0.03000000000000025,0.19522967891841975,0
QQQ250703C00547500,2025-06-27 20:01:13+00:00,547.5,4.31,4.25,4.31,0.47000003,12.239584,1550.0,467,0.156685679321289,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9989234855104848,2025-06-29 12:49:54.505794,3.528197209265784,-0.8455382073875426,3.4044617926124574,0.7818027907342158,0.9055382073875422,0.12373541665332644,1,0.9304425270440589,0.5445318373693945,0.05092109028199922,-0.5548435621880572,0.1612998909912109,0.0,0.0,ATM,6,6,3.3119658119658117,0.05999999999999961,4.279999999999999,0.03000000000000025,0.19699680756632276,0
QQQ250703C00548000,2025-06-27 20:11:22+00:00,548.0,3.99,3.97,4.02,0.46000004,13.031162,6366.0,680,0.155281884765625,True,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,0.9998357444013618,2025-06-29 12:49:54.505794,3.2374519047876333,-0.8514165695489555,3.1185834304510447,0.7525480952123669,0.8714165695489555,0.11886847433658865,1,0.9309944312817905,0.5191018430217783,0.05164460525777611,-0.5509763784999384,0.1589805782470703,0.0,0.0,ATM,6,6,9.348017621145374,0.04999999999999938,3.995,-0.004999999999999893,0.1980058153826067,0
QQQ250703C00549000,2025-06-27 20:14:44+00:00,549.0,3.41,3.43,3.48,0.25,7.911392,3844.0,655,0.1529625720214844,False,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,1.001660262183116,2025-06-29 12:49:54.505794,2.70416834096838,-0.8322622773744444,2.597737722625556,0.7058316590316203,0.8122622773744443,0.10643061834282408,0,0.03791738452636497,0.46690379256754894,0.052307127734527975,-0.5383157550762833,0.15678333459472654,0.0,0.0,ATM,6,6,5.859756097560975,0.04999999999999982,3.455,-0.04499999999999993,0.19755054856348103,0
QQQ250703C00550000,2025-06-27 20:14:55+00:00,550.0,2.94,2.93,2.97,0.20000005,7.299272,16852.0,5725,0.1501549829101562,False,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,1.0034847799648705,2025-06-29 12:49:54.505794,2.2145004253792706,-0.8081095056184577,2.1218904943815424,0.7254995746207293,0.8181095056184575,0.09260993099772818,1,0.9614490893556944,0.41350074545916915,0.05220745069197856,-0.5151301173511703,0.15463491857910153,0.0,0.0,ATM,6,6,2.9430667132378625,0.040000000000000036,2.95,-0.010000000000000231,0.1935550136926539,0
QQQ250703C00551000,2025-06-27 20:11:19+00:00,551.0,2.51,2.47,2.52,-0.09,-3.4615386,1222.0,456,0.1480798083496094,False,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,1.0053092977466247,2025-06-29 12:49:54.505794,1.7934349013859787,-0.7540344916070398,1.7159655083929604,0.7165650986140211,0.7940344916070394,0.07746939299301836,1,0.9714890908446057,0.3605040073687772,0.05086927783076846,-0.4858376584158533,0.15263298547363277,0.0,0.0,ATM,6,6,2.673960612691466,0.04999999999999982,2.495,0.01499999999999968,0.18598743517085642,0
QQQ250703C00552000,2025-06-27 20:14:28+00:00,552.0,2.04,2.06,2.1,0.03,1.4925373,4353.0,244,0.1453942883300781,False,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,1.007133815528379,2025-06-29 12:49:54.505794,1.4157347094947283,-0.708220739910894,1.351779260089106,0.6242652905052717,0.6882207399108939,0.06395544940562226,0,0.06443846408574791,0.3080047133967555,0.04869457232995817,-0.4465315418049261,0.15037470727539062,0.0,0.0,ATM,6,6,17.76734693877551,0.040000000000000036,2.08,-0.040000000000000036,0.17480751194380365,0
QQQ250703C00552500,2025-06-27 20:14:10+00:00,552.5,1.88,1.88,1.92,0.0,0.0,1184.0,174,0.1446008392333984,False,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,1.0080460744192563,2025-06-29 12:49:54.505794,1.2566755952693427,-0.6816014287282546,1.1983985712717453,0.6233244047306572,0.6816014287282546,0.05827702399759738,0,0.9256506507769329,0.28318639084007247,0.04710613129029097,-0.42641155963094995,0.1482384981689453,0.0,0.0,ATM,6,6,6.765714285714286,0.040000000000000036,1.9,-0.020000000000000018,0.1681823595628809,0
QQQ250703C00553000,2025-06-27 20:11:05+00:00,553.0,1.74,1.71,1.74,0.03,1.754386,1911.0,302,0.1434411828613281,False,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,1.0089583333101333,2025-06-29 12:49:54.505794,1.1043927161053944,-0.6584254463643733,1.0515745536356267,0.6356072838946056,0.6884254463643733,0.05281816246976767,1,0.9831291773481188,0.2585888970079053,0.04538088897864941,-0.4035029676627245,0.14633422033691404,0.0,0.0,ATM,6,6,6.306930693069307,0.030000000000000027,1.725,0.014999999999999902,0.16072337614371845,0
QQQ250703C00554000,2025-06-27 20:07:26+00:00,554.0,1.42,1.39,1.42,-0.13,-8.387097,1514.0,1030,0.1413660083007812,False,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,1.0107828510918877,2025-06-29 12:49:54.505794,0.841621568767053,-0.5909644633292844,0.7990355366707155,0.578378431232947,0.6209644633292845,0.04258603209633749,1,0.9786510036990624,0.2123284293047465,0.04129439551585848,-0.3554220937373702,0.14457642541503907,0.0,0.0,ATM,6,6,1.4684772065955383,0.030000000000000027,1.4049999999999998,0.015000000000000124,0.1441346168044192,0
QQQ250703C00555000,2025-06-27 20:14:20+00:00,555.0,1.11,1.12,1.15,-0.06999993,-5.932198,14312.0,3299,0.139657041015625,False,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,1.012607368873642,2025-06-29 12:49:54.505794,0.630817039596451,-0.521703633172117,0.5982963668278831,0.47918296040354913,0.511703633172117,0.03252067276856785,0,0.38234395206491323,0.17087067925465815,0.036585110617050054,-0.30637983742395103,0.14289187194824216,0.0,0.0,ATM,6,6,4.336969696969697,0.029999999999999805,1.135,-0.02499999999999991,0.12615352734653557,0
QQQ250703C00556000,2025-06-27 20:06:17+00:00,556.0,0.89,0.89,0.92,-0.2,-18.348623,764.0,335,0.1381922119140625,False,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,1.0144318866553963,2025-06-29 12:49:54.505794,0.4643462777487457,-0.4495553139034922,0.44044468609650783,0.4256537222512543,0.4495553139034922,0.023901591652237875,0,0.06173301713211645,0.13466026650003404,0.0315643153621325,-0.25809977525647165,0.14145145666503905,0.0,0.0,ATM,6,6,2.2738095238095237,0.030000000000000027,0.905,-0.015000000000000013,0.10769911426238077,0
QQQ250703C00557000,2025-06-27 20:10:11+00:00,557.0,0.71,0.7,0.73,-0.16,-18.390804,495.0,211,0.1369715209960937,False,REGULAR,USD,QQQ,2025-07-03,3,548.0900268554688,1.0162564044371507,2025-06-29 12:49:54.505794,0.3359250872555535,-0.3821074965366194,0.31789250346338055,0.3740749127444465,0.3921074965366194,0.01803258379217293,1,0.9344530203788051,0.10396251762297765,0.02652517647520525,-0.2125453457147526,0.1399255930175781,0.0,0.0,ATM,6,6,2.3349056603773586,0.030000000000000027,0.715,-0.0050000000000000044,0.08970584675113377,0
