contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,expiry,days_to_expiry,spot_price,moneyness,date_collected,bs_price,simulated_pnl_expiry,mc_price,bs_diff,mc_diff,bs_vs_mc,label,predicted_proba,delta,gamma,theta,iv_smoothed_5d,log_return,hist_vol_20d,moneyness_class,day_of_week,month,volume_oi_ratio,bid_ask_spread,mid_price,last_mid_diff,vega,daily_sentiment_score
AAPL250718C00295000,2025-06-20 18:24:24+00:00,295.0,0.01,0.0,0.02,0.0,0.0,60.0,1908,0.5390671093750001,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.467077766628707,2025-06-29 12:49:53.525819,0.005777002074557003,0.0031231823816198307,0.0031231823816198307,0.0042229979254429974,0.0068768176183801695,0.002653819692937172,1,0.9997646874101808,0.0009005610919833975,0.0001270505309733532,-0.002068938217216397,0.5085986640625,0.0,0.0,ITM,6,6,0.03143006809848088,0.02,0.01,0.0,0.001365641546385435,0
AAPL250718C00300000,2025-06-26 18:16:00+00:00,300.0,0.01,0.0,0.01,0.0,0.0,6.0,3657,0.5312546875,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.4919434914868206,2025-06-29 12:49:53.525819,0.002809460747588574,0.001343975542437957,0.001343975542437957,0.007190539252411426,0.008656024457562044,0.001465485205150617,1,0.999832727976362,0.00046429301016036697,6.994729658631833e-05,-0.0011058351951753898,0.51562984375,0.0,0.0,ITM,6,6,0.0016402405686167304,0.01,0.005,0.005,0.0007409537676372914,0
AAPL250718C00305000,2025-06-13 13:30:02+00:00,305.0,0.01,0.0,0.02,0.0,0.0,1.0,2905,0.57812921875,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.5168092163449345,2025-06-29 12:49:53.525819,0.005334678682053007,0.002683366203190963,0.002683366203190963,0.0046653213179469934,0.007316633796809037,0.0026513124788620436,1,0.9998048535263542,0.0007845380240658956,0.0001043497506119172,-0.0019526527642245192,0.5375046250000001,0.0,0.0,ITM,6,6,0.00034411562284927734,0.02,0.01,0.0,0.0012029116649901494,0
AAPL250718C00310000,2025-06-09 15:41:59+00:00,310.0,0.02,0.0,0.02,0.0,0.0,1.0,1853,0.6015664843750002,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.541674941203048,2025-06-29 12:49:53.525819,0.005678661041690014,0.002863996266293229,0.002863996266293229,0.014321338958309986,0.017136003733706773,0.002814664775396785,1,0.9998050034242558,0.0008023957097625436,0.00010238384412400232,-0.0020734954943366253,0.5531294687500001,0.0,0.0,ITM,6,6,0.0005393743257820927,0.02,0.01,0.01,0.0012280964198363943,0
AAPL250718C00315000,2025-06-12 15:57:40+00:00,315.0,0.01,0.0,0.02,0.0,0.0,5.0,779,0.6171913281250001,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.5665406660611616,2025-06-29 12:49:53.525819,0.005147636243886949,0.0025613237391967658,0.0025613237391967658,0.004852363756113051,0.007438676260803235,0.0025863125046901836,1,0.9998143571958822,0.0007151254763002363,8.974927556610503e-05,-0.0019125810818977742,0.573441765625,0.0,0.0,ITM,6,6,0.00641025641025641,0.02,0.01,0.0,0.0011045062272273607,0
AAPL250718C00320000,2025-06-10 16:08:26+00:00,320.0,0.01,0.0,0.02,0.0,0.0,1.0,868,0.64062859375,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.5914063909192753,2025-06-29 12:49:53.525819,0.005558334605664961,0.0027591815826763753,0.0027591815826763753,0.0044416653943350395,0.007240818417323625,0.0027991530229885854,1,0.9997653465397116,0.0007429733272260949,8.95643156935632e-05,-0.0020556325738943677,0.5937540625000001,0.0,0.0,ITM,6,6,0.0011507479861910242,0.02,0.01,0.0,0.001144086162044744,0
AAPL250718C00325000,2025-06-24 13:30:01+00:00,325.0,0.01,0.0,0.01,0.0,0.0,2.0,1350,0.6250037500000001,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.616272115777389,2025-06-29 12:49:53.525819,0.0026061661978654255,0.0013352742542787684,0.0013352742542787684,0.007393833802134575,0.008664725745721231,0.001270891943586657,1,0.9998376506164938,0.00037303088194373977,4.853135969414359e-05,-0.0010599503765092446,0.612503875,0.0,0.0,ITM,6,6,0.0014803849000740192,0.01,0.005,0.005,0.0006048149028683435,0
AAPL250718C00330000,2025-06-18 19:06:10+00:00,330.0,0.01,0.0,0.01,0.0,0.0,31.0,464,0.64062859375,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.6411378406355026,2025-06-29 12:49:53.525819,0.0024548743531790373,0.0012680478651507048,0.0012680478651507048,0.007545125646820963,0.008731952134849296,0.0011868264880283326,1,0.9998021872449862,0.00034475919368080266,4.400452239313064e-05,-0.0010094476992905026,0.6250037500000001,0.0,0.0,ITM,6,6,0.06666666666666667,0.01,0.005,0.005,0.0005621096387273244,0
AAPL250718C00340000,2025-06-16 17:54:32+00:00,340.0,0.01,0.0,0.01,0.0,0.0,2.0,1522,0.6718782812500002,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.69086929035173,2025-06-29 12:49:53.525819,0.002239154153916595,0.001148950181643574,0.001148950181643574,0.007760845846083405,0.008851049818356426,0.0010902039722730209,1,0.9998078824416914,0.0003027130563887699,3.7177374378931054e-05,-0.0009375859812443573,0.6390661093750001,0.0,0.0,ITM,6,6,0.0013131976362442547,0.01,0.005,0.005,0.0004980657970313967,0
AAPL250718C00350000,2025-06-27 17:55:03+00:00,350.0,0.01,0.0,0.01,0.0,0.0,1.0,237,0.7187528125,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.7406007400679573,2025-06-29 12:49:53.525819,0.0029252612096130892,0.001508286091764029,0.001508286091764029,0.007074738790386911,0.00849171390823597,0.0014169751178490602,1,0.9997991911556567,0.00036630640420086624,4.149424024920416e-05,-0.0011969929948225078,0.65937840625,0.0,0.0,ITM,6,6,0.004201680672268907,0.01,0.005,0.005,0.0005946819761459557,0
AAPL250718C00360000,2025-05-05 14:01:11+00:00,360.0,0.02,0.0,0.01,0.0,0.0,10.0,94,0.7500025,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.7903321897841846,2025-06-29 12:49:53.525819,0.002802736637313563,0.0014421279779466669,0.0014421279779466669,0.017197263362686437,0.018557872022053334,0.0013606086593668963,1,0.9997993454021236,0.00033852206168104743,3.6954786361755536e-05,-0.0011603004093673716,0.6812531875000001,0.0,0.0,ITM,6,6,0.10526315789473684,0.01,0.005,0.015,0.0005526508071393408,0
AAPL250718C00370000,2025-05-30 19:44:21+00:00,370.0,0.01,0.0,0.01,0.0,0.0,50.0,140,0.7812521875,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.840063639500412,2025-06-29 12:49:53.525819,0.00274784709191625,0.0013979420897956155,0.0013979420897956155,0.00725215290808375,0.008602057910204384,0.0013499050021206346,1,0.9997991911556567,0.0003202138165341743,3.3689010103685984e-05,-0.001147344071360939,0.712502875,0.0,0.0,ITM,6,6,0.3546099290780142,0.01,0.005,0.005,0.0005248037119819318,0
AAPL250718C00380000,2025-06-17 17:44:13+00:00,380.0,0.01,0.0,0.01,0.0,0.0,1.0,842,0.8125018749999999,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.8897950892166395,2025-06-29 12:49:53.525819,0.002747377130232244,0.0013761962188678825,0.0013761962188678825,0.007252622869767756,0.008623803781132118,0.0013711809113643614,1,0.9998211427330312,0.0003090073303122359,3.133733238157752e-05,-0.001153979775613338,0.74687753125,0.0,0.0,ITM,6,6,0.0011862396204033216,0.01,0.005,0.005,0.0005076960652396451,0
AAPL250718C00390000,2025-06-16 17:41:23+00:00,390.0,0.01,0.0,0.01,0.0,0.0,10.0,299,0.8437515624999999,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.9395265389328664,2025-06-29 12:49:53.525819,0.0027931560490499427,0.001377366801117825,0.001377366801117825,0.0072068439509500575,0.008622633198882176,0.0014157892479321177,1,0.9997991911556567,0.0003033466866392876,2.9661960759400696e-05,-0.001177590836765759,0.7812521875,0.0,0.0,ITM,6,6,0.03333333333333333,0.01,0.005,0.005,0.000499035967162142,0
AAPL250718C00400000,2025-06-25 14:11:54+00:00,400.0,0.01,0.0,0.01,0.0,0.0,1.0,5883,0.87500125,False,REGULAR,USD,AAPL,2025-07-18,18,201.0800018310547,1.989257988649094,2025-06-29 12:49:53.525819,0.0028803186531229166,0.0014019390441546095,0.0014019390441546095,0.007119681346877084,0.00859806095584539,0.0014783796089683071,1,0.9998301943810642,0.0003021970599042779,2.8501721561750878e-05,-0.0012165872652519485,0.812501875,0.0,0.0,ITM,6,6,0.0001699524133242692,0.01,0.005,0.005,0.0004972756207323688,0
AAPL250725C00120000,2025-06-27 17:42:44+00:00,120.0,81.97,80.9,82.9,-0.03,-0.036585364,5.0,1,1.107426337890625,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.5967773965947282,2025-06-29 12:49:53.655350,82.13817340753243,-0.06634910574534558,80.83365089425466,-0.1681734075324357,1.1363491057453388,1.3045225132777745,1,0.9994190406037585,0.9736781463989065,0.0010470631901335005,-0.08669257578980802,0.8839866425781249,0.0,0.0,OTM,6,6,2.5,2.0,81.9,0.06999999999999318,0.03211239116997139,0
AAPL250725C00125000,2025-06-20 14:16:46+00:00,125.0,75.5,76.0,77.9,0.0,0.0,1.0,1,1.0439500927734378,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.621643121452842,2025-06-29 12:49:53.655350,77.19747765941192,-0.026240251343338628,75.97375974865666,-1.6974776594119163,-0.4737597486566614,1.223717910755255,0,0.006695812390838946,0.9705626921764859,0.001219218132710561,-0.08975561944156647,0.9365262236328125,0.0,0.0,OTM,6,6,0.5,1.9000000000000057,76.95,-1.4500000000000028,0.035248939513743076,0
AAPL250725C00135000,2025-06-23 17:28:40+00:00,135.0,67.0,66.0,67.95,0.0,0.0,2.0,1,0.90429783203125,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.6713745711690693,2025-06-29 12:49:53.655350,67.25318243042663,0.2066298199553387,66.20662981995534,-0.2531824304266337,0.7933701800446613,1.046552610471295,1,0.9990141557859056,0.9653385834898052,0.0016107987553975085,-0.09033673435725569,0.9548854150390624,0.0,0.0,OTM,6,6,1.0,1.9500000000000028,66.975,0.025000000000005684,0.040340165931983585,0
AAPL250725C00140000,2025-06-26 13:33:14+00:00,140.0,62.69,61.0,63.0,0.0,0.0,2.0,10,0.8398453515625,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.696240296027183,2025-06-29 12:49:53.655350,62.292026849423934,0.3257921713997618,61.32579217139976,0.39797315057606397,1.364207828600236,0.966234678024172,1,0.9999089377425142,0.9618628247489988,0.0018755198869746161,-0.09123307824286866,0.9541041728515627,0.0,0.0,OTM,6,6,0.18181818181818182,2.0,62.0,0.6899999999999977,0.04362203295967748,0
AAPL250725C00145000,2025-06-24 16:49:05+00:00,145.0,58.59,56.15,58.05,0.0,0.0,1.0,1,0.790041162109375,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.7211060208852966,2025-06-29 12:49:53.655350,57.39565669317068,0.34119130053826296,56.49119130053826,1.1943433068293245,2.098808699461742,0.9044653926324173,1,0.9999441468802214,0.9555580313706046,0.0022570514522312307,-0.09648758027120342,0.9371121552734376,0.0,0.0,OTM,6,6,0.5,1.8999999999999986,57.099999999999994,1.490000000000009,0.04938284242471327,0
AAPL250725C00150000,2025-06-20 17:48:52+00:00,150.0,49.32,51.1,53.05,0.0,0.0,46.0,46,0.7187528125,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.7459717457434103,2025-06-29 12:49:53.655350,52.391791764214105,0.4747526837643079,51.57475268376431,-3.0717917642141046,-2.254752683764309,0.8170390804497956,0,0.0032960095002529987,0.9525649339230052,0.002614301034309249,-0.09386646405317726,0.8593774501953126,0.0,0.0,OTM,6,6,0.9787234042553191,1.9499999999999957,52.075,-2.7550000000000026,0.052037935331721456,0
AAPL250725C00155000,2025-06-10 15:52:23+00:00,155.0,49.33,46.25,48.15,0.0,0.0,1.0,2,0.672122419433594,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.770837470601524,2025-06-29 12:49:53.655350,47.51770322982969,0.5089356474542868,46.75893564745429,1.812296770170306,2.5710643525457115,0.7587675823754054,1,0.9999377043651304,0.9437539766525181,0.0032011515343193814,-0.09958392696161487,0.7850119155273438,0.0,0.0,OTM,6,6,0.3333333333333333,1.8999999999999986,47.2,2.1299999999999955,0.059585353512306705,0
AAPL250725C00160000,2025-06-25 13:52:52+00:00,160.0,43.29,41.2,42.7,0.0,0.0,2.0,6330,0.5710492114257812,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.7957031954596376,2025-06-29 12:49:53.655350,42.32139048533256,0.48190556184118094,41.681905561841184,0.9686095146674418,1.6080944381588154,0.6394849234913735,1,0.999924785655291,0.9481069942709976,0.0035350048212948845,-0.08416704035526214,0.7183621914062501,0.0,0.0,OTM,6,6,0.000315905860053704,1.5,41.95,1.3399999999999963,0.05590471680693537,0
AAPL250725C00165000,2025-06-20 19:15:42+00:00,165.0,35.79,36.4,38.25,0.0,0.0,3.0,5,0.5576216113281252,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.8205689203177513,2025-06-29 12:49:53.655350,37.66210869895306,0.645817420739661,37.04581742073966,-1.8721086989530633,-1.2558174207396604,0.6162912782134029,0,0.016614687733555237,0.9266837248228468,0.004740917957709474,-0.10201656588226872,0.6619174433593751,0.0,0.0,OTM,6,6,0.5,1.8500000000000014,37.325,-1.5350000000000037,0.07321278744300072,0
AAPL250725C00170000,2025-06-27 13:45:11+00:00,170.0,33.16,31.5,33.35,1.9699993,6.3161244,1.0,82,0.5034229345703125,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.845434645175865,2025-06-29 12:49:53.655350,32.765749401929924,0.7173245513478932,32.21732455134789,0.394250598070073,0.9426754486521034,0.5484248505820304,1,0.9999062396872704,0.9140726458429802,0.005921587141836875,-0.10381244119364436,0.6045937978515625,0.0,0.0,OTM,6,6,0.012048192771084338,1.8500000000000014,32.425,0.7349999999999994,0.0825574037509899,0
AAPL250725C00175000,2025-06-27 18:20:32+00:00,175.0,27.35,26.35,27.95,0.35000038,1.2962978,94.0,11,0.4858449853515625,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.8703003700339786,2025-06-29 12:49:53.655350,28.24821097449052,1.3774455236111223,27.727445523611124,-0.8982109744905173,-0.37744552361112227,0.5207654508793951,1,0.9995473987743121,0.8816034024855113,0.007750041583931521,-0.12173880894488541,0.558012232421875,0.0,0.0,OTM,6,6,7.833333333333333,1.5999999999999979,27.15,0.20000000000000284,0.10427655203572538,0
AAPL250725C00180000,2025-06-27 14:33:05+00:00,180.0,22.55,21.95,23.05,0.049999237,0.22221883,7.0,46,0.4240780249023437,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.8951660948920923,2025-06-29 12:49:53.655350,23.356066299575275,0.9563781435748204,22.90637814357482,-0.8060662995752743,-0.356378143574819,0.4496881560004553,1,0.9993081865397562,0.8608585304705949,0.009931726313431545,-0.11944378680104817,0.5084033535156249,0.0,0.0,OTM,6,6,0.14893617021276595,1.1000000000000014,22.5,0.05000000000000071,0.11664212338552281,0
AAPL250725C00185000,2025-06-27 19:54:43+00:00,185.0,17.81,17.35,18.2,0.1099987,0.6214616,16.0,189,0.3632876171875,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.920031819750206,2025-06-29 12:49:53.655350,18.50752113402899,0.7799237461183637,18.129923746118365,-0.6975211340289924,-0.3199237461183664,0.377597387910626,1,0.9971452150891075,0.8315195666671862,0.013160304817484588,-0.11657064400450409,0.4668510346679688,0.0,0.0,OTM,6,6,0.08421052631578947,0.8499999999999979,17.775,0.03500000000000014,0.13240410461048774,0
AAPL250725C00190000,2025-06-27 19:50:51+00:00,190.0,13.4,13.4,13.85,-0.10000038,-0.7407436,163.0,524,0.3276434423828125,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.9448975446083197,2025-06-29 12:49:53.655350,14.115202829467847,0.39209463704347947,13.79209463704348,-0.715202829467847,-0.39209463704347947,0.3231081924243675,0,0.7983663140917543,0.7715022966329506,0.017546109091658525,-0.12364507267040463,0.4208554008789062,0.0,0.0,OTM,6,6,0.31047619047619046,0.4499999999999993,13.625,-0.22499999999999964,0.1592088519431823,0
AAPL250725C00195000,2025-06-27 19:53:30+00:00,195.0,9.5,9.35,10.05,-0.39999962,-4.0404005,102.0,499,0.305671005859375,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.9697632694664332,2025-06-29 12:49:53.655350,10.24646047975908,0.6093201589403314,9.959320158940331,-0.7464604797590795,-0.45932015894033107,0.2871403208187484,1,0.9663605813668509,0.6796105948486407,0.022242570373022012,-0.13242514649497014,0.3813050151367188,0.0,0.0,ATM,6,6,0.204,0.7000000000000011,9.7,-0.1999999999999993,0.18828864262578468,0
AAPL250725C00200000,2025-06-27 19:54:18+00:00,200.0,6.28,6.35,6.55,-0.30999994,-4.7040963,2031.0,2418,0.2755199401855468,True,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,0.994628994324547,2025-06-29 12:49:53.655350,6.682532669010357,0.09350487302214372,6.443504873022143,-0.40253266901035634,-0.16350487302214312,0.23902779598821322,0,0.04127863368995463,0.5628642377823373,0.027172373016438774,-0.12883677832477017,0.33924000610351557,0.0,0.0,ATM,6,6,0.8396031417941298,0.20000000000000018,6.449999999999999,-0.16999999999999904,0.20733160448207336,0
AAPL250725C00205000,2025-06-27 19:59:27+00:00,205.0,3.85,3.8,3.95,0.049999952,1.3157883,3005.0,5912,0.2586133709716797,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.0194947191826609,2025-06-29 12:49:53.655350,4.012173334732466,0.04198041685797982,3.8419804168579796,-0.1621733347324663,0.008019583142020448,0.17019291787448676,1,0.8668740615565332,0.4204191373239915,0.028728255921755316,-0.11745161913016057,0.30614707531738283,0.0,0.0,ATM,6,6,0.5082022661931338,0.15000000000000036,3.875,-0.02499999999999991,0.20575250978971518,0
AAPL250725C00210000,2025-06-27 19:59:58+00:00,210.0,2.09,2.03,2.25,-0.029999971,-1.4150931,4652.0,7223,0.2520826745605469,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.0443604440407743,2025-06-29 12:49:53.655350,2.2598955379475854,0.12228996184377516,2.152289961843775,-0.1698955379475855,-0.06228996184377511,0.10760557610381039,1,0.9615692656123002,0.2833159572631283,0.025519618739475745,-0.09731484101407924,0.2839060867919922,0.0,0.0,ATM,6,6,0.6439645625692137,0.2200000000000002,2.1399999999999997,-0.04999999999999982,0.17815666937920951,0
AAPL250725C00215000,2025-06-27 19:59:53+00:00,215.0,1.09,1.05,1.09,-0.01999998,-1.8018,1499.0,6817,0.2409743872070312,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.069226168898888,2025-06-29 12:49:53.655350,1.0757321059880525,-0.029953562303780767,1.0200464376962193,0.014267894011947613,0.0699535623037808,0.05568566829183319,1,0.9916904985966892,0.16465180881287306,0.019547982397028603,-0.0672602004329902,0.26657227575683595,0.0,0.0,ITM,6,6,0.2198591962452332,0.040000000000000036,1.07,0.020000000000000018,0.13045409882881992,0
AAPL250725C00220000,2025-06-27 19:59:54+00:00,220.0,0.57,0.49,0.62,0.0,0.0,2544.0,5683,0.2500075,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.0940918937570017,2025-06-29 12:49:53.655350,0.596524023019132,0.07255796716330187,0.5625579671633019,-0.026524023019132037,0.007442032836698087,0.033966055855830124,1,0.9780032802275673,0.09864514510814382,0.013206758636563093,-0.04835664266479589,0.2554395745849609,0.0,0.0,ITM,6,6,0.44757213230119636,0.13,0.5549999999999999,0.015000000000000013,0.09143957174902803,0
AAPL250725C00225000,2025-06-27 19:59:58+00:00,225.0,0.32,0.31,0.33,-0.01000002,-3.0303092,1178.0,2235,0.2556226782226563,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.1189576186151151,2025-06-29 12:49:53.655350,0.30818245096406827,-0.024129841175600575,0.2858701588243994,0.01181754903593174,0.034129841175600584,0.022312292139668843,1,0.9829124963761467,0.05530532494844386,0.008305683657656627,-0.03154118476731362,0.2514601221923828,0.0,0.0,ITM,6,6,0.5268336314847942,0.020000000000000018,0.32,0.0,0.05879760981447431,0
AAPL250725C00230000,2025-06-27 19:54:32+00:00,230.0,0.19,0.19,0.22,-0.019999996,-9.523808,609.0,1946,0.2724682128906249,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.143823343473229,2025-06-29 12:49:53.655350,0.19919749593939784,-0.006460184289543869,0.18353981571045613,-0.009197495939397837,0.006460184289543869,0.015657680228941706,0,0.024131668326584987,0.035869874266241025,0.005498518245123877,-0.023570323396872078,0.2542310905761719,0.0,0.0,ITM,6,6,0.31278890600924497,0.03,0.20500000000000002,-0.015000000000000013,0.041490285085064256,0
AAPL250725C00235000,2025-06-27 19:46:25+00:00,235.0,0.14,0.13,0.15,0.0,0.0,231.0,3876,0.2885813330078124,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.168689068331343,2025-06-29 12:49:53.655350,0.13228663639311922,-0.00874593216466231,0.1212540678353377,0.0077133636068807965,0.01874593216466232,0.011032568557781522,1,0.962317668788272,0.023802626121929085,0.003693111656232916,-0.01767259233958173,0.26153082226562496,0.0,0.0,ITM,6,6,0.059582151147794686,0.01999999999999999,0.14,0.0,0.029515189679145334,0
AAPL250725C00240000,2025-06-27 19:59:13+00:00,240.0,0.09,0.07,0.11,-0.009999998,-9.999998,164.0,1079,0.305671005859375,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.1935547931894563,2025-06-29 12:49:53.655350,0.09355637766909597,0.014070528279996622,0.08407052827999663,-0.0035563776690959725,0.005929471720003368,0.00948584938909934,1,0.9947381670218778,0.016629007681040007,0.0025719045168215984,-0.013755238973591972,0.27447014599609376,0.0,0.0,ITM,6,6,0.15185185185185185,0.039999999999999994,0.09,0.0,0.021771782771240426,0
AAPL250725C00245000,2025-06-27 17:38:02+00:00,245.0,0.06,0.02,0.29,-0.010000002,-14.285716,22.0,190,0.39063109375,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.21842051804757,2025-06-29 12:49:53.655350,0.2508648560057054,0.21047374324534449,0.23047374324534448,-0.1908648560057054,-0.17047374324534448,0.02039111276036093,1,0.9909231238217213,0.03231627276658235,0.0035199614842817166,-0.030605756445583897,0.30259486474609376,0.0,0.0,ITM,6,6,0.11518324607329843,0.26999999999999996,0.155,-0.095,0.03807935874608087,0
AAPL250725C00250000,2025-06-27 19:40:27+00:00,250.0,0.04,0.04,0.05,-0.02,-33.333336,25.0,294,0.3300848242187499,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.243286242905684,2025-06-29 12:49:53.655350,0.041052911330593744,-0.00707700446150674,0.03292299553849326,-0.0010529113305937435,0.00707700446150674,0.008129915792100484,0,0.01651783396872716,0.0073867096535937945,0.0011763135452319648,-0.007296712978527351,0.3174872939453125,0.0,0.0,ITM,6,6,0.0847457627118644,0.010000000000000002,0.045,-0.0049999999999999975,0.010753096942179347,0
AAPL250725C00255000,2025-06-27 18:16:52+00:00,255.0,0.04,0.0,0.26,0.0,0.0,27.0,155,0.4458063232421875,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.2681519677637976,2025-06-29 12:49:53.655350,0.21960990415236914,0.2009400233855455,0.2009400233855455,-0.17960990415236913,-0.1609400233855455,0.018669880766823632,1,0.9992968432191621,0.025681311905245252,0.002547954256842703,-0.02872512471791589,0.35215491601562493,0.0,0.0,ITM,6,6,0.17307692307692307,0.26,0.13,-0.09,0.03145739504387786,0
AAPL250725C00260000,2025-06-26 15:44:37+00:00,260.0,0.05,0.0,0.05,0.0,0.0,1.0,151,0.3808655664062499,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.2930176926219112,2025-06-29 12:49:53.655350,0.03974342103753603,0.030485091777761545,0.030485091777761545,0.010256578962463972,0.019514908222238458,0.009258329259774486,1,0.9998099771509238,0.006317101385444175,0.0008879161897177893,-0.00730251541755756,0.37061176269531243,0.0,0.0,ITM,6,6,0.006578947368421052,0.05,0.025,0.025,0.009365448722291088,0
AAPL250725C00265000,2025-06-26 15:46:05+00:00,265.0,0.02,0.01,0.04,0.0,0.0,4.0,243,0.3945373046875,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.317883417480025,2025-06-29 12:49:53.655350,0.030602824493583758,0.012745164819528651,0.02274516481952865,-0.010602824493583757,-0.002745164819528651,0.007857659674055106,1,0.9981331704593839,0.0048203436266805455,0.0006740913814229665,-0.0059403739677838414,0.3883850224609374,0.0,0.0,ITM,6,6,0.01639344262295082,0.03,0.025,-0.005000000000000001,0.007365322251641637,0
AAPL250725C00270000,2025-06-27 14:35:10+00:00,270.0,0.02,0.01,0.04,0.0,0.0,4.0,106,0.4179745703124999,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.3427491423381386,2025-06-29 12:49:53.655350,0.0303947364672551,0.012450516122204191,0.02245051612220419,-0.0103947364672551,-0.002450516122204191,0.00794422034505091,1,0.9983498765070579,0.004550594303558522,0.0006044287563645271,-0.005969888694324185,0.3938537177734375,0.0,0.0,ITM,6,6,0.037383177570093455,0.03,0.025,-0.005000000000000001,0.0069964846141172855,0
AAPL250725C00275000,2025-06-24 16:32:42+00:00,275.0,0.02,0.0,0.03,0.0,0.0,1.0,18,0.42774009765625,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.3676148671962522,2025-06-29 12:49:53.655350,0.02237490518435914,0.0158719673937479,0.0158719673937479,-0.002374905184359139,0.004128032606252101,0.00650293779061124,1,0.9997653465397116,0.0033634675542451235,0.0004505118221648746,-0.004655005340274322,0.41338477246093747,0.0,0.0,ITM,6,6,0.05263157894736842,0.03,0.015,0.005000000000000001,0.0053366787624610145,0
AAPL250725C00280000,2025-06-16 13:45:54+00:00,280.0,0.05,0.0,0.68,0.0,0.0,1.0,22,0.6108437353515627,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.392480592054366,2025-06-29 12:49:53.655350,0.2805070732582804,0.25446316733027036,0.25446316733027036,-0.2305070732582804,-0.20446316733027037,0.026043905928010036,1,0.9992604532333438,0.02443732855118738,0.001783739949181765,-0.037499064752805324,0.4463922548828124,0.0,0.0,ITM,6,6,0.043478260869565216,0.68,0.34,-0.29000000000000004,0.030174950648893323,0
AAPL250725C00315000,2025-06-27 13:56:58+00:00,315.0,0.01,0.0,0.31,0.0,0.0,100.0,0,0.7041045214843751,False,REGULAR,USD,AAPL,2025-07-25,25,201.0800018310547,1.5665406660611616,2025-06-29 12:49:53.655350,0.11911279404131214,0.09589087021170004,0.09589087021170004,-0.10911279404131215,-0.08589087021170004,0.023221923829612107,1,0.99975271743704,0.010031163469690886,0.0007212435963726314,-0.020064824492127528,0.5110400458984375,0.0,0.0,ITM,6,6,100.0,0.31,0.155,-0.145,0.014063842971772371,0
